T0;Tr;Tpco;Tpm;Tzco;Tzm;Fcob_i;rtb_Fcob;TrSP;Um;Ub1;Ub2
2.500000;19.555905;42.336192;52.932882;50.687453;78.750000;0.007996;0.007996;20.000000;0.124176;0.719618;0.719618
2.500000;19.640258;42.417261;52.926702;50.691138;78.750000;0.008039;0.008039;20.000000;0.123527;0.723548;0.723548
2.500000;19.718145;42.485701;52.916695;50.691164;78.750000;0.008074;0.008074;20.000000;0.122862;0.726673;0.726673
2.500000;19.789689;42.542181;52.903781;50.688053;78.750000;0.008101;0.008101;20.000000;0.122217;0.729058;0.729058
2.500000;19.855048;42.587654;52.889155;50.682680;78.750000;0.008120;0.008120;20.000000;0.121618;0.730764;0.730764
2.500000;19.914417;42.623284;52.874054;50.676066;78.750000;0.008132;0.008132;20.000000;0.121080;0.731853;0.731853
2.500000;19.968037;42.650343;52.859562;50.669197;78.750000;0.008138;0.008138;20.000000;0.120611;0.732383;0.732383
2.600000;20.023115;42.664885;52.783605;50.625413;78.500000;0.008137;0.008137;20.000000;0.118479;0.732366;0.732366
2.600000;20.071489;42.659996;52.704224;50.564742;78.500000;0.008132;0.008132;20.000000;0.117085;0.731840;0.731840
2.600000;20.113014;42.639799;52.631531;50.504162;78.500000;0.008121;0.008121;20.000000;0.116305;0.730871;0.730871
2.600000;20.147872;42.610597;52.574868;50.453154;78.500000;0.008106;0.008106;20.000000;0.116079;0.729527;0.729527
2.600000;20.176582;42.578596;52.538728;50.417414;78.500000;0.008087;0.008087;20.000000;0.116275;0.727871;0.727871
2.600000;20.199913;42.548737;52.523327;50.398952;78.500000;0.008066;0.008066;20.000000;0.116725;0.725962;0.725962
2.600000;20.218762;42.524131;52.525585;50.396621;78.500000;0.008043;0.008043;20.000000;0.117260;0.723846;0.723846
2.600000;20.234034;42.505979;52.540364;50.407009;78.500000;0.008017;0.008017;20.000000;0.117740;0.721565;0.721565
2.650000;20.250000;42.491279;52.530460;50.406830;78.375000;0.007990;0.007990;20.000000;0.117198;0.719126;0.719126
2.650000;20.263070;42.474372;52.518625;50.400651;78.375000;0.007962;0.007962;20.000000;0.116790;0.716546;0.716546
2.650000;20.273456;42.454491;52.505715;50.392763;78.375000;0.007932;0.007932;20.000000;0.116455;0.713851;0.713851
2.650000;20.281337;42.432010;52.493688;50.384887;78.375000;0.007901;0.007901;20.000000;0.116200;0.711067;0.711067
2.650000;20.286903;42.407686;52.483716;50.378194;78.375000;0.007869;0.007869;20.000000;0.116018;0.708219;0.708219
2.650000;20.290369;42.382325;52.476320;50.373346;78.375000;0.007837;0.007837;20.000000;0.115892;0.705327;0.705327
2.650000;20.291960;42.356599;52.471494;50.370548;78.375000;0.007805;0.007805;20.000000;0.115801;0.702413;0.702413
2.650000;20.291908;42.330976;52.468844;50.369632;78.375000;0.007772;0.007772;20.000000;0.115728;0.699492;0.699492
2.650000;20.290433;42.305702;52.467747;50.370173;78.375000;0.007740;0.007740;20.000000;0.115654;0.696581;0.696581
2.650000;20.287738;42.280830;52.467504;50.371616;78.375000;0.007708;0.007708;20.000000;0.115569;0.693692;0.693692
2.650000;20.283997;42.256279;52.467463;50.373389;78.375000;0.007676;0.007676;20.000000;0.115467;0.690836;0.690836
2.750000;20.286289;42.227053;52.405139;50.337932;78.125000;0.007644;0.007644;20.000000;0.113618;0.687980;0.687980
2.650000;20.279353;42.189864;52.397252;50.319956;78.375000;0.007613;0.007613;20.000000;0.114168;0.685159;0.685159
2.750000;20.278188;42.150323;52.338111;50.281779;78.125000;0.007582;0.007582;20.000000;0.112878;0.682370;0.682370
2.750000;20.274726;42.103116;52.281387;50.233829;78.125000;0.007551;0.007551;20.000000;0.112222;0.679607;0.679607
2.750000;20.268894;42.051047;52.233442;50.189662;78.125000;0.007521;0.007521;20.000000;0.112030;0.676893;0.676893
2.750000;20.260839;41.998379;52.200315;50.155797;78.125000;0.007492;0.007492;20.000000;0.112221;0.674251;0.674251
2.750000;20.250926;41.949092;52.184013;50.135444;78.125000;0.007463;0.007463;20.000000;0.112670;0.671701;0.671701
2.800000;20.243135;41.903725;52.152417;50.110366;78.000000;0.007436;0.007436;20.000000;0.112374;0.669237;0.669237
2.800000;20.233821;41.859789;52.129120;50.087237;78.000000;0.007410;0.007410;20.000000;0.112414;0.666860;0.666860
2.800000;20.223287;41.818537;52.115269;50.071405;78.000000;0.007384;0.007384;20.000000;0.112643;0.664584;0.664584
2.800000;20.211882;41.781494;52.111278;50.064030;78.000000;0.007360;0.007360;20.000000;0.112980;0.662419;0.662419
2.900000;20.206922;41.745045;52.054059;50.027542;77.750000;0.007337;0.007337;20.000000;0.111610;0.660329;0.660329
2.800000;20.193408;41.706212;52.056602;50.014465;78.000000;0.007315;0.007315;20.000000;0.112614;0.658341;0.658341
2.900000;20.186549;41.670080;52.012081;49.985799;77.750000;0.007294;0.007294;20.000000;0.111699;0.656446;0.656446
2.900000;20.178435;41.630663;51.970468;49.949131;77.750000;0.007274;0.007274;20.000000;0.111311;0.654628;0.654628
2.900000;20.169069;41.589388;51.936072;49.916009;77.750000;0.007254;0.007254;20.000000;0.111273;0.652899;0.652899
3.000000;20.165523;41.544606;51.852329;49.854711;77.500000;0.007236;0.007236;20.000000;0.109785;0.651228;0.651228
3.000000;20.159659;41.491306;51.773802;49.784501;77.500000;0.007218;0.007218;20.000000;0.109161;0.649606;0.649606
3.000000;20.151391;41.433594;51.710965;49.722914;77.500000;0.007201;0.007201;20.000000;0.109196;0.648057;0.648057
3.000000;20.140943;41.377333;51.671519;49.678625;77.500000;0.007184;0.007184;20.000000;0.109747;0.646604;0.646604
3.000000;20.128828;41.327805;51.657136;49.655236;77.500000;0.007170;0.007170;20.000000;0.110618;0.645267;0.645267
3.000000;20.115747;41.288591;51.664766;49.651973;77.500000;0.007156;0.007156;20.000000;0.111599;0.644056;0.644056
3.050000;20.105923;41.258920;51.657591;49.646390;77.375000;0.007144;0.007144;20.000000;0.111646;0.642957;0.642957
3.050000;20.095831;41.234415;51.655133;49.641374;77.375000;0.007133;0.007133;20.000000;0.111839;0.641959;0.641959
3.050000;20.085762;41.214159;51.656300;49.639768;77.375000;0.007123;0.007123;20.000000;0.112063;0.641061;0.641061
3.050000;20.075941;41.197798;51.660672;49.641407;77.375000;0.007114;0.007114;20.000000;0.112283;0.640262;0.640262
3.050000;20.066545;41.184969;51.667130;49.645450;77.375000;0.007106;0.007106;20.000000;0.112471;0.639560;0.639560
3.050000;20.057706;41.175168;51.674345;49.650767;77.375000;0.007099;0.007099;20.000000;0.112610;0.638948;0.638948
3.050000;20.049504;41.167757;51.681110;49.656241;77.375000;0.007094;0.007094;20.000000;0.112694;0.638420;0.638420
3.000000;20.038505;41.164292;51.717390;49.679533;77.500000;0.007089;0.007089;20.000000;0.113593;0.637993;0.637993
3.050000;20.032376;41.165744;51.724673;49.692649;77.375000;0.007085;0.007085;20.000000;0.113244;0.637645;0.637645
3.000000;20.023631;41.168895;51.755095;49.713838;77.500000;0.007082;0.007082;20.000000;0.113786;0.637375;0.637375
3.000000;20.016279;41.175846;51.782305;49.738045;77.500000;0.007080;0.007080;20.000000;0.114001;0.637184;0.637184
3.000000;20.010321;41.185118;51.803544;49.758689;77.500000;0.007078;0.007078;20.000000;0.113993;0.637058;0.637058
3.000000;20.005653;41.194655;51.816465;49.773006;77.500000;0.007078;0.007078;20.000000;0.113815;0.636983;0.636983
3.000000;20.002073;41.202658;51.820798;49.780032;77.500000;0.007077;0.007077;20.000000;0.113537;0.636949;0.636949
3.000000;19.999320;41.207943;51.817806;49.780257;77.500000;0.007077;0.007077;20.000000;0.113231;0.636945;0.636945
3.000000;19.997121;41.210053;51.809678;49.775179;77.500000;0.007077;0.007077;20.000000;0.112956;0.636966;0.636966
3.050000;19.998700;41.206950;51.768201;49.748306;77.375000;0.007078;0.007078;20.000000;0.111887;0.636984;0.636984
3.000000;19.996193;41.197695;51.753457;49.728977;77.500000;0.007078;0.007078;20.000000;0.112118;0.637012;0.637012
3.050000;19.996928;41.185922;51.715577;49.700738;77.375000;0.007078;0.007078;20.000000;0.111527;0.637045;0.637045
3.050000;19.996791;41.170189;51.681984;49.669861;77.375000;0.007079;0.007079;20.000000;0.111331;0.637076;0.637076
3.050000;19.995723;41.152645;51.656389;49.643891;77.375000;0.007079;0.007079;20.000000;0.111419;0.637114;0.637114
3.000000;19.990348;41.138172;51.672321;49.644670;77.500000;0.007080;0.007080;20.000000;0.112584;0.637189;0.637189
3.000000;19.985092;41.132891;51.703125;49.664693;77.500000;0.007081;0.007081;20.000000;0.113527;0.637317;0.637317
3.000000;19.980483;41.137168;51.741020;49.694192;77.500000;0.007083;0.007083;20.000000;0.114208;0.637495;0.637495
3.000000;19.976926;41.148988;51.777823;49.725888;77.500000;0.007086;0.007086;20.000000;0.114575;0.637712;0.637712
3.000000;19.974624;41.165275;51.807696;49.754027;77.500000;0.007088;0.007088;20.000000;0.114643;0.637958;0.637958
3.000000;19.973578;41.182803;51.827405;49.774858;77.500000;0.007091;0.007091;20.000000;0.114471;0.638219;0.638219
3.000000;19.973615;41.198837;51.836149;49.786717;77.500000;0.007094;0.007094;20.000000;0.114144;0.638483;0.638483
3.000000;19.974458;41.211492;51.835083;49.789771;77.500000;0.007097;0.007097;20.000000;0.113753;0.638743;0.638743
3.000000;19.975783;41.219848;51.826665;49.785560;77.500000;0.007100;0.007100;20.000000;0.113376;0.638990;0.638990
3.000000;19.977284;41.223887;51.813962;49.776428;77.500000;0.007102;0.007102;20.000000;0.113072;0.639224;0.639224
3.000000;19.978713;41.224282;51.800024;49.764969;77.500000;0.007105;0.007105;20.000000;0.112876;0.639442;0.639442
3.000000;19.979905;41.222141;51.787404;49.753559;77.500000;0.007107;0.007107;20.000000;0.112795;0.639648;0.639648
2.900000;19.973845;41.223231;51.839729;49.781247;77.750000;0.007110;0.007110;20.000000;0.114550;0.639886;0.639886
3.000000;19.975891;41.231967;51.841342;49.794108;77.500000;0.007113;0.007113;20.000000;0.113965;0.640135;0.640135
2.900000;19.971210;41.243859;51.897313;49.829764;77.750000;0.007116;0.007116;20.000000;0.115257;0.640406;0.640406
2.900000;19.968039;41.264455;51.953389;49.877552;77.750000;0.007119;0.007119;20.000000;0.115924;0.640714;0.640714
2.800000;19.959684;41.295930;52.064750;49.960678;78.000000;0.007123;0.007123;20.000000;0.117849;0.641087;0.641087
2.800000;19.954584;41.341867;52.168525;50.053325;78.000000;0.007128;0.007128;20.000000;0.118683;0.641523;0.641523
2.800000;19.952973;41.395785;52.250481;50.133592;78.000000;0.007133;0.007133;20.000000;0.118653;0.641989;0.641989
2.800000;19.954623;41.449476;52.301442;50.190712;78.000000;0.007138;0.007138;20.000000;0.117955;0.642452;0.642452
2.750000;19.955427;41.498142;52.351330;50.239540;78.125000;0.007143;0.007143;20.000000;0.117711;0.642903;0.642903
2.750000;19.958707;41.540931;52.376220;50.271988;78.125000;0.007148;0.007148;20.000000;0.116981;0.643331;0.643331
2.650000;19.956791;41.579334;52.441112;50.322162;78.375000;0.007153;0.007153;20.000000;0.117774;0.643758;0.643758
2.750000;19.964254;41.614562;52.431433;50.335821;78.125000;0.007157;0.007157;20.000000;0.116136;0.644146;0.644146
2.650000;19.965447;41.640898;52.461015;50.356200;78.375000;0.007161;0.007161;20.000000;0.116467;0.644497;0.644497
2.650000;19.967891;41.664806;52.482259;50.378311;78.375000;0.007165;0.007165;20.000000;0.116394;0.644829;0.644829
2.650000;19.971298;41.686086;52.495281;50.394106;78.375000;0.007168;0.007168;20.000000;0.116135;0.645130;0.645130
2.650000;19.975366;41.703617;52.499049;50.401960;78.375000;0.007171;0.007171;20.000000;0.115766;0.645393;0.645393
2.600000;19.976306;41.718829;52.525921;50.420999;78.500000;0.007174;0.007174;20.000000;0.116229;0.645635;0.645635
2.600000;19.978017;41.735361;52.550414;50.443633;78.500000;0.007176;0.007176;20.000000;0.116382;0.645862;0.645862
2.600000;19.980463;41.752436;52.569557;50.463109;78.500000;0.007179;0.007179;20.000000;0.116325;0.646068;0.646068
2.600000;19.983534;41.768412;52.580901;50.476640;78.500000;0.007181;0.007181;20.000000;0.116108;0.646245;0.646245
2.500000;19.980109;41.786393;52.646866;50.521018;78.750000;0.007183;0.007183;20.000000;0.117524;0.646432;0.646432
2.500000;19.978379;41.813212;52.712630;50.578188;78.750000;0.007185;0.007185;20.000000;0.118222;0.646643;0.646643
2.500000;19.978569;41.846148;52.768563;50.631403;78.750000;0.007187;0.007187;20.000000;0.118364;0.646859;0.646859
2.500000;19.980643;41.880343;52.806833;50.672271;78.750000;0.007190;0.007190;20.000000;0.118044;0.647063;0.647063
2.400000;19.977359;41.915767;52.888016;50.734816;79.000000;0.007192;0.007192;20.000000;0.119137;0.647279;0.647279
2.400000;19.976649;41.956775;52.956780;50.799740;79.000000;0.007195;0.007195;20.000000;0.119393;0.647511;0.647511
2.350000;19.974926;42.001474;53.037680;50.870571;79.125000;0.007197;0.007197;20.000000;0.119934;0.647757;0.647757
2.350000;19.976018;42.048509;53.097544;50.931668;79.125000;0.007200;0.007200;20.000000;0.119724;0.648004;0.648004
2.350000;19.979548;42.092403;53.131728;50.972886;79.125000;0.007202;0.007202;20.000000;0.119019;0.648224;0.648224
2.350000;19.984884;42.128227;53.139935;50.991752;79.125000;0.007204;0.007204;20.000000;0.118035;0.648398;0.648398
2.350000;19.991246;42.152911;53.126437;50.990186;79.125000;0.007206;0.007206;20.000000;0.116988;0.648511;0.648511
2.350000;19.997845;42.165564;53.098130;50.973022;79.125000;0.007206;0.007206;20.000000;0.116055;0.648559;0.648559
2.350000;20.003996;42.167229;53.062768;50.946508;79.125000;0.007206;0.007206;20.000000;0.115354;0.648543;0.648543
2.350000;20.009204;42.160347;53.027512;50.916992;79.125000;0.007205;0.007205;20.000000;0.114941;0.648471;0.648471
2.350000;20.013199;42.148081;52.997918;50.889881;79.125000;0.007204;0.007204;20.000000;0.114812;0.648354;0.648354
2.250000;20.008989;42.138313;53.040169;50.906717;79.375000;0.007203;0.007203;20.000000;0.116647;0.648248;0.648248
2.250000;20.005125;42.141740;53.099851;50.951322;79.375000;0.007202;0.007202;20.000000;0.117950;0.648182;0.648182
