T0;Tr;Tpco;Tpm;Tzco;Tzm;Fcob_i;rtb_Fcob;TrSP;Um;Ub1;Ub2
-1.450000;20.010300;46.785492;60.084600;57.488139;88.625000;0.007179;0.007179;20.000000;0.130803;0.646124;0.646124
-1.450000;20.008040;46.805665;60.131808;57.531765;88.625000;0.007178;0.007178;20.000000;0.131031;0.646036;0.646036
-1.450000;20.007295;46.828531;60.165498;57.566613;88.625000;0.007177;0.007177;20.000000;0.130870;0.645961;0.645961
-1.450000;20.007902;46.849872;60.182545;57.588389;88.625000;0.007177;0.007177;20.000000;0.130438;0.645885;0.645885
-1.450000;20.009504;46.866418;60.183764;57.596326;88.625000;0.007176;0.007176;20.000000;0.129872;0.645797;0.645797
-1.500000;20.008184;46.878932;60.206904;57.613027;88.750000;0.007175;0.007175;20.000000;0.130153;0.645711;0.645711
-1.500000;20.007727;46.891280;60.225143;57.631159;88.750000;0.007174;0.007174;20.000000;0.130162;0.645633;0.645633
-1.500000;20.008003;46.902847;60.237065;57.644753;88.750000;0.007173;0.007173;20.000000;0.130014;0.645554;0.645554
-1.500000;20.008841;46.912381;60.241509;57.652139;88.750000;0.007172;0.007172;20.000000;0.129768;0.645470;0.645470
-1.600000;20.003098;46.924049;60.307925;57.694834;89.000000;0.007171;0.007171;20.000000;0.131192;0.645417;0.645417
-1.600000;19.999024;46.945813;60.374647;57.752216;89.000000;0.007171;0.007171;20.000000;0.131901;0.645412;0.645412
-1.600000;19.996915;46.974758;60.430959;57.805610;89.000000;0.007172;0.007172;20.000000;0.132052;0.645436;0.645436
-1.600000;19.996776;47.005557;60.468340;57.845802;89.000000;0.007172;0.007172;20.000000;0.131742;0.645469;0.645469
-1.600000;19.998310;47.033068;60.484333;57.868634;89.000000;0.007172;0.007172;20.000000;0.131134;0.645493;0.645493
-1.600000;20.001007;47.053598;60.481107;57.874211;89.000000;0.007172;0.007172;20.000000;0.130402;0.645495;0.645495
-1.600000;20.004268;47.065379;60.463768;57.865706;89.000000;0.007172;0.007172;20.000000;0.129702;0.645465;0.645465
-1.650000;20.004062;47.071069;60.472994;57.868713;89.125000;0.007171;0.007171;20.000000;0.130000;0.645424;0.645424
-1.650000;20.004181;47.076367;60.483344;57.877697;89.125000;0.007171;0.007171;20.000000;0.130135;0.645383;0.645383
-1.650000;20.004594;47.082092;60.493308;57.887184;89.125000;0.007170;0.007170;20.000000;0.130176;0.645339;0.645339
-1.650000;20.005280;47.087858;60.500611;57.894984;89.125000;0.007170;0.007170;20.000000;0.130130;0.645289;0.645289
-1.650000;20.006187;47.092947;60.504300;57.899944;89.125000;0.007169;0.007169;20.000000;0.130023;0.645231;0.645231
-1.650000;20.007231;47.096725;60.504434;57.901793;89.125000;0.007168;0.007168;20.000000;0.129885;0.645163;0.645163
-1.650000;20.008307;47.098828;60.501754;57.900917;89.125000;0.007168;0.007168;20.000000;0.129746;0.645084;0.645084
-1.650000;20.009315;47.099209;60.497345;57.898110;89.125000;0.007167;0.007167;20.000000;0.129628;0.644995;0.644995
-1.650000;20.010174;47.098095;60.492350;57.894320;89.125000;0.007166;0.007166;20.000000;0.129544;0.644897;0.644897
-1.600000;20.014291;47.093320;60.453492;57.869769;89.000000;0.007164;0.007164;20.000000;0.128645;0.644769;0.644769
-1.650000;20.013944;47.083737;60.447204;57.856594;89.125000;0.007163;0.007163;20.000000;0.129003;0.644628;0.644628
-1.650000;20.013126;47.075505;60.448887;57.854675;89.125000;0.007161;0.007161;20.000000;0.129329;0.644494;0.644494
-1.650000;20.012037;47.070446;60.457442;57.859569;89.125000;0.007160;0.007160;20.000000;0.129632;0.644369;0.644369
-1.650000;20.010902;47.068852;60.469336;57.868521;89.125000;0.007158;0.007158;20.000000;0.129860;0.644255;0.644255
-1.650000;20.009907;47.070126;60.481466;57.878840;89.125000;0.007157;0.007157;20.000000;0.129988;0.644152;0.644152
-1.600000;20.012630;47.070633;60.457225;57.867594;89.000000;0.007156;0.007156;20.000000;0.129163;0.644036;0.644036
-1.600000;20.014868;47.065023;60.426952;57.844163;89.000000;0.007154;0.007154;20.000000;0.128623;0.643896;0.643896
-1.650000;20.012876;47.056365;60.430957;57.838678;89.125000;0.007153;0.007153;20.000000;0.129192;0.643760;0.643760
-1.650000;20.010734;47.051111;60.443641;57.846052;89.125000;0.007152;0.007152;20.000000;0.129643;0.643644;0.643644
-1.650000;20.008699;47.050444;60.461493;57.859594;89.125000;0.007151;0.007151;20.000000;0.129979;0.643549;0.643549
-1.600000;20.007383;46.914482;60.537155;58.023850;89.000000;0.006538;0.006538;15.000000;0.128409;0.588465;0.588465
-1.650000;19.990662;46.635788;60.726049;58.291210;89.125000;0.005983;0.005983;15.000000;0.125567;0.538480;0.538480
-1.650000;19.957431;46.255230;60.890315;58.563075;89.125000;0.005431;0.005431;15.000000;0.119874;0.488759;0.488759
-1.650000;19.904138;45.771987;60.972564;58.780311;89.125000;0.004883;0.004883;15.000000;0.111760;0.439488;0.439488
-1.650000;19.827213;45.173631;60.950555;58.915602;89.125000;0.004343;0.004343;15.000000;0.101954;0.390889;0.390889
-1.600000;19.726300;44.446673;60.796730;58.945278;89.000000;0.003813;0.003813;15.000000;0.090453;0.343200;0.343200
-1.600000;19.593367;43.580681;60.555577;58.888548;89.000000;0.003297;0.003297;15.000000;0.079289;0.296709;0.296709
-1.650000;19.421054;42.573694;60.295282;58.799512;89.125000;0.002798;0.002798;15.000000;0.069895;0.251781;0.251781
-1.650000;19.210021;41.429248;60.041868;58.716756;89.125000;0.002320;0.002320;15.000000;0.061287;0.208807;0.208807
-1.650000;18.957538;40.150452;59.825041;58.669319;89.125000;0.001869;0.001869;15.000000;0.053315;0.168189;0.168189
-1.600000;18.664862;38.738911;59.633842;58.660851;89.000000;0.001448;0.001448;15.000000;0.044613;0.130336;0.130336
-1.600000;18.326112;37.194662;59.479045;58.693647;89.000000;0.001063;0.001063;15.000000;0.035840;0.095684;0.095684
-1.600000;17.939705;35.519984;59.352479;58.763994;89.000000;0.000719;0.000719;15.000000;0.026504;0.064705;0.064705
-1.600000;17.504523;33.722491;59.232111;58.850057;89.000000;0.000421;0.000421;15.000000;0.016347;0.037882;0.037882
-1.600000;17.020267;31.819176;59.083984;58.913480;89.000000;0.000175;0.000175;15.000000;0.005431;0.015706;0.015706
-1.600000;16.488010;29.842154;58.937153;58.928748;89.000000;0.000000;0.000000;15.000000;0.000000;0.000000;0.000000
-1.600000;15.913695;27.963219;58.932959;58.932942;89.000000;0.000000;0.000000;15.000000;0.000000;0.000000;0.000000
-1.600000;15.311686;26.261807;58.932951;58.932951;89.000000;0.000000;0.000000;15.000000;0.000000;0.000000;0.000000
-1.600000;14.694630;24.710592;58.932951;58.932951;89.000000;0.000000;0.000000;15.000000;0.000000;0.000000;0.000000
-1.650000;14.068692;23.287279;58.932979;58.932979;89.125000;0.000000;0.000000;15.000000;0.000000;0.000000;0.000000
-1.650000;13.445150;21.976804;58.932310;58.927718;89.125000;0.000023;0.000023;15.000000;0.000000;0.002105;0.002105
-1.650000;12.834378;20.988460;58.750720;58.625176;89.125000;0.000237;0.000237;15.000000;0.000000;0.021336;0.021336
-1.650000;12.259458;20.502873;58.111792;57.817768;89.125000;0.000516;0.000516;15.000000;0.000000;0.046478;0.046478
-1.650000;11.744958;20.540584;56.912693;56.428031;89.125000;0.000856;0.000856;15.000000;0.000000;0.077025;0.077025
-1.750000;11.304562;21.053405;55.123936;54.452361;89.375000;0.001248;0.001248;15.000000;0.000000;0.112286;0.112286
-1.750000;10.959520;21.924136;52.912805;51.995963;89.375000;0.001682;0.001682;15.000000;0.014664;0.151386;0.151386
-1.750000;10.714076;23.038276;52.530078;50.613018;89.375000;0.002148;0.002148;15.000000;0.085318;0.193338;0.193338
-1.750000;10.570428;24.463432;54.413057;51.455435;89.375000;0.002635;0.002635;15.000000;0.156263;0.237138;0.237138
-1.750000;10.537111;26.328788;57.395547;53.700381;89.375000;0.003130;0.003130;15.000000;0.209438;0.281722;0.281722
-1.850000;10.618979;28.645551;60.298941;56.198407;89.625000;0.003622;0.003622;15.000000;0.239809;0.325956;0.325956
-1.850000;10.830157;31.261239;62.369424;58.156288;89.625000;0.004096;0.004096;15.000000;0.247899;0.368597;0.368597
-1.850000;11.164169;33.929301;63.524508;59.366548;89.625000;0.004538;0.004538;15.000000;0.240907;0.408378;0.408378
-1.900000;11.598117;36.422671;63.997783;59.974558;89.750000;0.004936;0.004936;15.000000;0.226543;0.444201;0.444201
-1.900000;12.108426;38.592249;63.977574;60.148844;89.750000;0.005280;0.005280;15.000000;0.208740;0.475204;0.475204
-1.900000;12.664927;40.368560;63.666444;60.049222;89.750000;0.005564;0.005564;15.000000;0.190944;0.500805;0.500805
-1.900000;13.239359;41.747995;63.210346;59.797557;89.750000;0.005786;0.005786;15.000000;0.175134;0.520713;0.520713
-2.000000;13.801205;42.773651;62.787403;59.527936;90.000000;0.005944;0.005944;15.000000;0.163958;0.534938;0.534938
-2.000000;14.341114;43.511492;62.390109;59.270287;90.000000;0.006041;0.006041;15.000000;0.155243;0.543665;0.543665
-2.000000;14.847458;44.021996;62.057872;59.050494;90.000000;0.006080;0.006080;15.000000;0.148897;0.547187;0.547187
-2.000000;15.313308;44.359191;61.805956;58.887597;90.000000;0.006065;0.006065;15.000000;0.144416;0.545885;0.545885
-2.000000;15.735361;44.566937;61.635098;58.788746;90.000000;0.006002;0.006002;15.000000;0.141182;0.540186;0.540186
-2.000000;16.112864;44.677476;61.534682;58.750738;90.000000;0.005895;0.005895;15.000000;0.138565;0.530534;0.530534
-1.900000;16.453577;44.707371;61.416289;58.719008;89.750000;0.005748;0.005748;15.000000;0.134322;0.517327;0.517327
-1.900000;16.750713;44.660787;61.324404;58.701147;89.750000;0.005566;0.005566;15.000000;0.130504;0.500976;0.500976
-1.900000;17.005685;44.544578;61.251278;58.701497;89.750000;0.005355;0.005355;15.000000;0.126753;0.481908;0.481908
-2.000000;17.213104;44.367173;61.260147;58.759348;90.000000;0.005118;0.005118;15.000000;0.124609;0.460578;0.460578
-1.900000;17.389818;44.133843;61.216080;58.807817;89.750000;0.004860;0.004860;15.000000;0.119778;0.437358;0.437358
-1.900000;17.529302;43.836306;61.157595;58.838849;89.750000;0.004584;0.004584;15.000000;0.114754;0.412595;0.412595
-1.900000;17.632532;43.470706;61.081252;58.856523;89.750000;0.004296;0.004296;15.000000;0.109500;0.386656;0.386656
-1.850000;17.703683;43.033503;60.958350;58.842975;89.625000;0.003999;0.003999;15.000000;0.103279;0.359876;0.359876
-1.850000;17.739154;42.521006;60.819778;58.809470;89.625000;0.003696;0.003696;15.000000;0.097417;0.332600;0.332600
-1.850000;17.739229;41.933793;60.679056;58.771984;89.625000;0.003391;0.003391;15.000000;0.091924;0.305181;0.305181
-1.750000;17.711236;41.272473;60.487086;58.704292;89.375000;0.003088;0.003088;15.000000;0.085035;0.277929;0.277929
-1.750000;17.647489;40.535768;60.294080;58.623280;89.375000;0.002791;0.002791;15.000000;0.079104;0.251173;0.251173
-1.750000;17.548363;39.727379;60.120165;58.554924;89.375000;0.002503;0.002503;15.000000;0.073923;0.225266;0.225266
-1.750000;17.414471;38.853486;59.979663;58.514955;89.375000;0.002228;0.002228;15.000000;0.069264;0.200560;0.200560
-1.750000;17.246732;37.921304;59.875447;58.508817;89.375000;0.001971;0.001971;15.000000;0.064801;0.177397;0.177397
-1.750000;17.046369;36.938659;59.799286;58.530725;89.375000;0.001735;0.001735;15.000000;0.060223;0.156107;0.156107
-1.650000;16.821923;35.913720;59.679412;58.530487;89.125000;0.001522;0.001522;15.000000;0.053581;0.136966;0.136966
-1.650000;16.567269;34.854674;59.523016;58.484472;89.125000;0.001336;0.001336;15.000000;0.047393;0.120253;0.120253
-1.650000;16.284663;33.774945;59.333593;58.393443;89.125000;0.001181;0.001181;15.000000;0.041936;0.106256;0.106256
-1.650000;15.977004;32.693973;59.122599;58.261863;89.125000;0.001058;0.001058;15.000000;0.037638;0.095238;0.095238
-1.650000;15.648078;31.636732;58.905415;58.098567;89.125000;0.000971;0.000971;15.000000;0.034855;0.087427;0.087427
-1.600000;15.306243;30.632727;58.673694;57.899371;89.000000;0.000922;0.000922;15.000000;0.032947;0.082986;0.082986
-1.600000;14.953511;29.713764;58.451225;57.671176;89.000000;0.000911;0.000911;15.000000;0.033309;0.082034;0.082034
-1.600000;14.596988;28.913275;58.263986;57.437008;89.000000;0.000940;0.000940;15.000000;0.036006;0.084638;0.084638
-1.600000;14.244761;28.264470;58.134884;57.219287;89.000000;0.001009;0.001009;15.000000;0.040962;0.090788;0.090788
-1.600000;13.905691;27.797639;58.078192;57.035318;89.000000;0.001115;0.001115;15.000000;0.047904;0.100389;0.100389
-1.600000;13.589067;27.537304;58.097136;56.894316;89.000000;0.001258;0.001258;15.000000;0.056430;0.113252;0.113252
-1.600000;13.304149;27.499452;58.184969;56.797476;89.000000;0.001434;0.001434;15.000000;0.066100;0.129098;0.129098
-1.500000;13.066627;27.688413;58.269011;56.703311;88.750000;0.001639;0.001639;15.000000;0.074753;0.147514;0.147514
-1.500000;12.875978;28.093120;58.369479;56.608434;88.750000;0.001867;0.001867;15.000000;0.084549;0.168029;0.168029
-1.500000;12.737813;28.692128;58.504608;56.541715;88.750000;0.002113;0.002113;15.000000;0.095147;0.190139;0.190139
-1.500000;12.655627;29.457267;58.691745;56.529229;88.750000;0.002370;0.002370;15.000000;0.106104;0.213297;0.213297
-1.450000;12.634254;30.355294;58.901408;56.564003;88.625000;0.002632;0.002632;15.000000;0.115924;0.236912;0.236912
-1.500000;12.665405;31.349768;59.184008;56.673988;88.750000;0.002894;0.002894;15.000000;0.126023;0.260424;0.260424
-1.450000;12.753888;32.405891;59.463915;56.827102;88.625000;0.003148;0.003148;15.000000;0.133672;0.283278;0.283278
-1.450000;12.891340;33.486304;59.742085;57.004593;88.625000;0.003388;0.003388;15.000000;0.139725;0.304949;0.304949
-1.450000;13.071939;34.556777;59.998196;57.191649;88.625000;0.003611;0.003611;15.000000;0.143932;0.324982;0.324982
-1.450000;13.288791;35.587094;60.217379;57.372016;88.625000;0.003811;0.003811;15.000000;0.146298;0.342986;0.342986
-1.450000;13.534314;36.551990;60.389853;57.532776;88.625000;0.003985;0.003985;15.000000;0.146970;0.358644;0.358644
-1.450000;13.800625;37.431846;60.511505;57.665597;88.625000;0.004130;0.004130;15.000000;0.146197;0.371716;0.371716
-1.450000;14.079905;38.212967;60.583331;57.766793;88.625000;0.004245;0.004245;15.000000;0.144285;0.382041;0.382041
-1.450000;14.364720;38.887362;60.610285;57.836686;88.625000;0.004328;0.004328;15.000000;0.141550;0.389534;0.389534
-1.450000;14.648276;39.452112;60.599945;57.878652;88.625000;0.004380;0.004380;15.000000;0.138287;0.394182;0.394182
-1.450000;14.924596;39.908440;60.561228;57.898084;88.625000;0.004400;0.004400;15.000000;0.134744;0.396034;0.396034
-1.450000;15.188619;40.260645;60.503258;57.901391;88.625000;0.004391;0.004391;15.000000;0.131109;0.395193;0.395193
-1.450000;15.436229;40.515028;60.434421;57.895091;88.625000;0.004353;0.004353;15.000000;0.127503;0.391808;0.391808
-1.350000;15.671177;40.675701;60.293432;57.842190;88.375000;0.004289;0.004289;15.000000;0.122284;0.386018;0.386018
-1.450000;15.875827;40.746962;60.212536;57.809609;88.625000;0.004201;0.004201;15.000000;0.119638;0.378062;0.378062
-1.350000;16.063392;40.740177;60.085057;57.762710;88.375000;0.004091;0.004091;15.000000;0.115255;0.368158;0.368158
-1.350000;16.224714;40.658520;59.966456;57.711639;88.375000;0.003962;0.003962;15.000000;0.111565;0.356536;0.356536
-1.350000;16.359093;40.508811;59.864390;57.673044;88.375000;0.003816;0.003816;15.000000;0.108318;0.343462;0.343462
-1.350000;16.466322;40.298235;59.784534;57.654086;88.375000;0.003658;0.003658;15.000000;0.105342;0.329207;0.329207
-1.450000;16.539619;40.035379;59.790886;57.696824;88.625000;0.003490;0.003490;15.000000;0.104146;0.314086;0.314086
-1.450000;16.587667;39.730263;59.827444;57.784275;88.625000;0.003315;0.003315;15.000000;0.102049;0.298383;0.298383
-1.450000;16.611387;39.385606;59.867235;57.885221;88.625000;0.003137;0.003137;15.000000;0.098975;0.282346;0.282346
-1.450000;16.611607;39.000151;59.884448;57.974111;88.625000;0.002958;0.002958;15.000000;0.094948;0.266213;0.266213
-1.450000;16.588933;38.571338;59.862633;58.032191;88.625000;0.002780;0.002780;15.000000;0.090205;0.250216;0.250216
-1.450000;16.543764;38.097406;59.796141;58.049855;88.625000;0.002606;0.002606;15.000000;0.085120;0.234581;0.234581
-1.450000;16.476409;37.578816;59.689377;58.026873;88.625000;0.002439;0.002439;15.000000;0.080106;0.219531;0.219531
-1.450000;16.387246;37.018980;59.554403;57.970865;88.625000;0.002281;0.002281;15.000000;0.075528;0.205285;0.205285
-1.350000;16.283885;36.423197;59.349238;57.857877;88.375000;0.002134;0.002134;15.000000;0.069900;0.192016;0.192016
-1.350000;16.159226;35.796914;59.125477;57.705555;88.375000;0.001999;0.001999;15.000000;0.065845;0.179909;0.179909
-1.350000;16.014524;35.150608;58.917952;57.550499;88.375000;0.001880;0.001880;15.000000;0.063355;0.169171;0.169171
-1.350000;15.851583;34.498576;58.756111;57.421973;88.375000;0.001778;0.001778;15.000000;0.062275;0.159990;0.159990
-1.350000;15.672849;33.857138;58.654681;57.337283;88.375000;0.001695;0.001695;15.000000;0.062224;0.152536;0.152536
-1.350000;15.481392;33.243112;58.611421;57.298129;88.375000;0.001633;0.001633;15.000000;0.062742;0.146948;0.146948
-1.350000;15.288885;33.042258;58.357683;56.825706;88.375000;0.002203;0.002203;20.000000;0.065846;0.198299;0.198299
-1.350000;15.125021;33.357604;57.815898;56.010095;88.375000;0.002738;0.002738;20.000000;0.075992;0.246424;0.246424
-1.350000;15.010294;34.023954;57.372784;55.235545;88.375000;0.003288;0.003288;20.000000;0.094333;0.295904;0.295904
-1.350000;14.954712;34.930745;57.326535;54.815903;88.375000;0.003846;0.003846;20.000000;0.118465;0.346181;0.346181
-1.450000;14.955681;36.031480;57.826398;54.917556;88.625000;0.004408;0.004408;20.000000;0.145637;0.396679;0.396679
-1.450000;15.023571;37.312821;58.675637;55.438852;88.625000;0.004964;0.004964;20.000000;0.168945;0.446765;0.446765
-1.500000;15.155800;38.743722;59.668478;56.185948;88.750000;0.005509;0.005509;20.000000;0.186498;0.495788;0.495788
-1.600000;15.347574;40.266298;60.643007;56.997753;89.000000;0.006035;0.006035;20.000000;0.197922;0.543129;0.543129
-1.600000;15.601342;41.799934;61.396012;57.703025;89.000000;0.006535;0.006535;20.000000;0.201592;0.588175;0.588175
-1.600000;15.907235;43.253347;61.890114;58.227519;89.000000;0.007004;0.007004;20.000000;0.199269;0.630360;0.630360
-1.600000;16.251972;44.554393;62.141584;58.562284;89.000000;0.007436;0.007436;20.000000;0.192847;0.669243;0.669243
-1.600000;16.620728;45.660350;62.192572;58.726864;89.000000;0.007828;0.007828;20.000000;0.184120;0.704524;0.704524
-1.600000;16.998986;46.556729;62.092390;58.751996;89.000000;0.008178;0.008178;20.000000;0.174608;0.736049;0.736049
-1.650000;17.370463;47.254399;61.927305;58.694834;89.125000;0.008487;0.008487;20.000000;0.166341;0.763824;0.763824
-1.650000;17.729123;47.779858;61.703163;58.574340;89.125000;0.008755;0.008755;20.000000;0.158952;0.787955;0.787955
-1.750000;18.060810;48.168020;61.531348;58.460181;89.375000;0.008985;0.008985;20.000000;0.154704;0.808658;0.808658
-1.750000;18.369465;48.458748;61.368174;58.351041;89.375000;0.009180;0.009180;20.000000;0.151387;0.826179;0.826179
-1.850000;18.646395;48.684576;61.302221;58.296022;89.625000;0.009342;0.009342;20.000000;0.150797;0.840806;0.840806
-1.900000;18.896509;48.879177;61.303608;58.297959;89.750000;0.009476;0.009476;20.000000;0.151198;0.852825;0.852825
-1.900000;19.125490;49.058398;61.329531;58.330524;89.750000;0.009583;0.009583;20.000000;0.151288;0.862471;0.862471
-2.000000;19.328351;49.231678;61.436937;58.419240;90.000000;0.009667;0.009667;20.000000;0.152659;0.869986;0.869986
-2.050000;19.511931;49.409510;61.575357;58.546152;90.125000;0.009729;0.009729;20.000000;0.153682;0.875591;0.875591
-2.050000;19.682355;49.586830;61.691098;58.671140;90.125000;0.009772;0.009772;20.000000;0.153333;0.879440;0.879440
-2.050000;19.840864;49.749918;61.768426;58.771681;90.125000;0.009796;0.009796;20.000000;0.151870;0.881657;0.881657
-2.050000;19.987802;49.886652;61.800317;58.836989;90.125000;0.009804;0.009804;20.000000;0.149607;0.882358;0.882358
-2.150000;20.116008;49.996162;61.860013;58.906395;90.375000;0.009797;0.009797;20.000000;0.148621;0.881703;0.881703
-2.150000;20.233570;50.084067;61.883670;58.957124;90.375000;0.009776;0.009776;20.000000;0.146857;0.879829;0.879829
-2.150000;20.340484;50.145715;61.875458;58.980306;90.375000;0.009743;0.009743;20.000000;0.144751;0.876844;0.876844
-2.150000;20.436537;50.178663;61.840277;58.977580;90.375000;0.009698;0.009698;20.000000;0.142572;0.872855;0.872855
-2.150000;20.521494;50.183490;61.786434;58.954362;90.375000;0.009644;0.009644;20.000000;0.140547;0.867971;0.867971
-2.150000;20.595256;50.163354;61.723516;58.918112;90.375000;0.009581;0.009581;20.000000;0.138839;0.862305;0.862305
-2.050000;20.664871;50.116430;61.591266;58.835937;90.125000;0.009510;0.009510;20.000000;0.135822;0.855925;0.855925
-2.150000;20.715260;50.046057;61.533191;58.779016;90.375000;0.009433;0.009433;20.000000;0.135632;0.848966;0.848966
-2.150000;20.755179;49.971800;61.497321;58.747184;90.375000;0.009351;0.009351;20.000000;0.135674;0.841567;0.841567
-2.050000;20.792849;49.893767;61.415594;58.694607;90.125000;0.009264;0.009264;20.000000;0.134202;0.833781;0.833781
-2.050000;20.821083;49.805857;61.348366;58.640825;90.125000;0.009174;0.009174;20.000000;0.133460;0.825676;0.825676
-2.000000;20.844106;49.709990;61.264629;58.578516;90.000000;0.009081;0.009081;20.000000;0.132335;0.817320;0.817320
-1.900000;20.865519;49.600765;61.131212;58.482664;89.750000;0.008986;0.008986;20.000000;0.130181;0.808743;0.808743
-1.900000;20.877600;49.475431;61.016391;58.384787;89.750000;0.008889;0.008889;20.000000;0.129200;0.800009;0.800009
-1.850000;20.884343;49.340663;60.897641;58.285678;89.625000;0.008791;0.008791;20.000000;0.128239;0.791185;0.791185
-1.750000;20.889424;49.195933;60.745402;58.165036;89.375000;0.008692;0.008692;20.000000;0.126546;0.782304;0.782304
-1.650000;20.892341;49.035994;60.559460;58.015468;89.125000;0.008593;0.008593;20.000000;0.124482;0.773384;0.773384
-1.650000;20.885491;48.863319;60.411326;57.877854;89.125000;0.008494;0.008494;20.000000;0.124050;0.764494;0.764494
-1.650000;20.869785;48.691995;60.315565;57.777425;89.125000;0.008397;0.008397;20.000000;0.124782;0.755727;0.755727
-1.600000;20.850263;48.532098;60.242942;57.703459;89.000000;0.008302;0.008302;20.000000;0.125385;0.747141;0.747141
-1.500000;20.831568;48.382058;60.149875;57.624839;88.750000;0.008208;0.008208;20.000000;0.124896;0.738745;0.738745
-1.600000;20.800052;48.243772;60.157628;57.602809;89.000000;0.008118;0.008118;20.000000;0.127004;0.730616;0.730616
-1.500000;20.772385;48.125510;60.137349;57.588084;88.750000;0.008031;0.008031;20.000000;0.127136;0.722779;0.722779
-1.500000;20.741930;48.019276;60.135361;57.581905;88.750000;0.007947;0.007947;20.000000;0.127552;0.715236;0.715236
-1.450000;20.713138;47.921288;60.111110;57.567156;88.625000;0.007867;0.007867;20.000000;0.127102;0.707987;0.707987
-1.450000;20.682574;47.826277;60.091281;57.550902;88.625000;0.007789;0.007789;20.000000;0.126905;0.701038;0.701038
-1.450000;20.650621;47.734351;60.076989;57.538517;88.625000;0.007716;0.007716;20.000000;0.126849;0.694403;0.694403
-1.450000;20.617654;47.646455;60.069181;57.531334;88.625000;0.007645;0.007645;20.000000;0.126886;0.688094;0.688094
-1.350000;20.590979;47.558092;59.999600;57.488725;88.375000;0.007579;0.007579;20.000000;0.125251;0.682076;0.682076
-1.450000;20.555541;47.466457;59.995915;57.470852;88.625000;0.007515;0.007515;20.000000;0.126049;0.676379;0.676379
-1.450000;20.519650;47.383137;60.007437;57.475359;88.625000;0.007456;0.007456;20.000000;0.126700;0.671039;0.671039
-1.450000;20.483920;47.310501;60.030217;57.491898;88.625000;0.007401;0.007401;20.000000;0.127228;0.666057;0.666057
-1.450000;20.448922;47.247947;60.056481;57.514022;88.625000;0.007349;0.007349;20.000000;0.127554;0.661428;0.661428
-1.450000;20.415073;47.193393;60.080057;57.536043;88.625000;0.007302;0.007302;20.000000;0.127654;0.657143;0.657143
-1.450000;20.382604;47.144220;60.096920;57.553753;88.625000;0.007258;0.007258;20.000000;0.127558;0.653188;0.653188
-1.500000;20.348106;47.100533;60.139374;57.585289;88.750000;0.007217;0.007217;20.000000;0.128179;0.649571;0.649571
-1.500000;20.315742;47.064636;60.176417;57.619461;88.750000;0.007181;0.007181;20.000000;0.128368;0.646286;0.646286
-1.500000;20.285615;47.033938;60.203191;57.646950;88.750000;0.007148;0.007148;20.000000;0.128252;0.643311;0.643311
-1.500000;20.257641;47.005230;60.216718;57.663900;88.750000;0.007118;0.007118;20.000000;0.127922;0.640624;0.640624
-1.500000;20.231581;46.975918;60.217425;57.669471;88.750000;0.007091;0.007091;20.000000;0.127491;0.638205;0.638205
-1.450000;20.210575;46.942013;60.174110;57.644625;88.625000;0.007067;0.007067;20.000000;0.126211;0.636016;0.636016
-1.450000;20.190060;46.899090;60.121789;57.602810;88.625000;0.007045;0.007045;20.000000;0.125384;0.634033;0.634033
-1.450000;20.169513;46.849292;60.071196;57.557670;88.625000;0.007025;0.007025;20.000000;0.125003;0.632256;0.632256
-1.450000;20.148668;46.796860;60.031520;57.518242;88.625000;0.007008;0.007008;20.000000;0.125045;0.630686;0.630686
-1.450000;20.127548;46.746398;60.007605;57.490246;88.625000;0.006993;0.006993;20.000000;0.125416;0.629326;0.629326
-1.450000;20.106416;46.701768;60.000220;57.475918;88.625000;0.006980;0.006980;20.000000;0.125984;0.628177;0.628177
-1.450000;20.085678;46.665473;60.006938;57.474468;88.625000;0.006969;0.006969;20.000000;0.126618;0.627238;0.627238
-1.450000;20.065788;46.638468;60.023368;57.482965;88.625000;0.006961;0.006961;20.000000;0.127203;0.626501;0.626501
-1.450000;20.047153;46.620324;60.044452;57.497399;88.625000;0.006955;0.006955;20.000000;0.127665;0.625956;0.625956
-1.450000;20.030074;46.609604;60.065550;57.513687;88.625000;0.006951;0.006951;20.000000;0.127968;0.625588;0.625588
-1.450000;20.014717;46.604338;60.083187;57.528430;88.625000;0.006949;0.006949;20.000000;0.128116;0.625381;0.625381
-1.450000;20.001110;46.602485;60.095380;57.539364;88.625000;0.006948;0.006948;20.000000;0.128137;0.625317;0.625317
-1.450000;19.989173;46.602282;60.101625;57.545479;88.625000;0.006949;0.006949;20.000000;0.128078;0.625379;0.625379
-1.450000;19.978747;46.602470;60.102613;57.546888;88.625000;0.006951;0.006951;20.000000;0.127987;0.625550;0.625550
-1.450000;19.969642;46.602361;60.099809;57.544526;88.625000;0.006954;0.006954;20.000000;0.127905;0.625819;0.625819
-1.350000;19.968598;46.596840;60.027011;57.498652;88.375000;0.006957;0.006957;20.000000;0.126152;0.626128;0.626128
-1.350000;19.966991;46.577894;59.948028;57.431879;88.375000;0.006961;0.006961;20.000000;0.125186;0.626451;0.626451
-1.350000;19.964206;46.548766;59.877359;57.365881;88.375000;0.006964;0.006964;20.000000;0.124894;0.626796;0.626796
-1.350000;19.959994;46.515747;59.827062;57.313032;88.375000;0.006969;0.006969;20.000000;0.125190;0.627178;0.627178
