           T               Tw
        2009-12-11 14:45    3,05
        2009-12-11 14:50       3
        2009-12-11 14:55       3
        2009-12-11 15:00       3
        2009-12-11 15:05       3
        2009-12-11 15:10       3
        2009-12-11 15:15       3
        2009-12-11 15:20       3
        2009-12-11 15:25       3
        2009-12-11 15:30       3
        2009-12-11 15:35       3
        2009-12-11 15:40       3
        2009-12-11 15:45       3
        2009-12-11 15:50     2,9
        2009-12-11 15:55       3
        2009-12-11 16:00     2,9
        2009-12-11 16:05     2,9
        2009-12-11 16:10     2,8
        2009-12-11 16:15     2,8
        2009-12-11 16:20     2,8
        2009-12-11 16:25     2,8
        2009-12-11 16:30    2,75
        2009-12-11 16:35    2,75
        2009-12-11 16:40    2,65
        2009-12-11 16:45    2,75
        2009-12-11 16:50    2,65
        2009-12-11 16:55    2,65
        2009-12-11 17:00    2,65
        2009-12-11 17:05    2,65
        2009-12-11 17:10     2,6
        2009-12-11 17:15     2,6
        2009-12-11 17:20     2,6
        2009-12-11 17:25     2,6
        2009-12-11 17:30     2,5
        2009-12-11 17:35     2,5
        2009-12-11 17:40     2,5
        2009-12-11 17:45     2,5
        2009-12-11 17:50     2,4
        2009-12-11 17:55     2,4
        2009-12-11 18:00    2,35
        2009-12-11 18:05    2,35
        2009-12-11 18:10    2,35
        2009-12-11 18:15    2,35
        2009-12-11 18:20    2,35
        2009-12-11 18:25    2,35
        2009-12-11 18:30    2,35
        2009-12-11 18:35    2,35
        2009-12-11 18:40    2,35
        2009-12-11 18:45    2,25
        2009-12-11 18:50    2,25
        2009-12-11 18:55    2,25
        2009-12-11 19:00    2,25
        2009-12-11 19:05    2,15
        2009-12-11 19:10    2,25
        2009-12-11 19:15    2,15
        2009-12-11 19:20    2,15
        2009-12-11 19:25    2,15
        2009-12-11 19:30    2,15
        2009-12-11 19:35     2,1
        2009-12-11 19:40     2,1
        2009-12-11 19:45     2,1
        2009-12-11 19:50     2,1
        2009-12-11 19:55     2,1
        2009-12-11 20:00     2,1
        2009-12-11 20:05     2,1
        2009-12-11 20:10     2,1
        2009-12-11 20:15     2,1
        2009-12-11 20:20     2,1
        2009-12-11 20:25     2,1
        2009-12-11 20:30       2
        2009-12-11 20:35       2
        2009-12-11 20:40       2
        2009-12-11 20:45       2
        2009-12-11 20:50       2
        2009-12-11 20:55       2
        2009-12-11 21:00       2
        2009-12-11 21:05    1,95
        2009-12-11 21:10    1,95
        2009-12-11 21:15    1,95
        2009-12-11 21:20    1,85
        2009-12-11 21:25    1,85
        2009-12-11 21:30    1,85
        2009-12-11 21:35    1,85
        2009-12-11 21:40    1,75
        2009-12-11 21:45    1,75
        2009-12-11 21:50    1,75
        2009-12-11 21:55    1,75
        2009-12-11 22:00     1,7
        2009-12-11 22:05     1,7
        2009-12-11 22:10     1,7
        2009-12-11 22:15     1,7
        2009-12-11 22:20     1,7
        2009-12-11 22:25     1,7
        2009-12-11 22:30     1,7
        2009-12-11 22:35     1,7
        2009-12-11 22:40     1,7
        2009-12-11 22:45     1,7
        2009-12-11 22:50     1,6
        2009-12-11 22:55     1,6
        2009-12-11 23:00     1,6
        2009-12-11 23:05     1,6
        2009-12-11 23:10     1,6
        2009-12-11 23:15    1,55
        2009-12-11 23:20    1,55
        2009-12-11 23:25    1,55
        2009-12-11 23:30    1,55
        2009-12-11 23:35    1,55
        2009-12-11 23:40    1,55
        2009-12-11 23:45    1,55
        2009-12-11 23:50    1,55
        2009-12-11 23:55    1,45
        2009-12-12 00:00    1,45
        2009-12-12 00:05    1,45
        2009-12-12 00:10    1,45
        2009-12-12 00:15    1,45
        2009-12-12 00:20    1,45
        2009-12-12 00:25    1,35
        2009-12-12 00:30    1,35
        2009-12-12 00:35    1,35
        2009-12-12 00:40    1,35
        2009-12-12 00:45    1,35
        2009-12-12 00:50    1,35
        2009-12-12 00:55    1,35
        2009-12-12 01:00     1,3
        2009-12-12 01:05     1,3
        2009-12-12 01:10     1,3
        2009-12-12 01:15     1,2
        2009-12-12 01:20     1,2
        2009-12-12 01:25     1,2
        2009-12-12 01:30     1,2
        2009-12-12 01:35    1,15
        2009-12-12 01:40     1,2
        2009-12-12 01:45    1,15
        2009-12-12 01:50    1,15
        2009-12-12 01:55    1,15
        2009-12-12 02:00    1,15
        2009-12-12 02:05    1,15
        2009-12-12 02:10    1,15
        2009-12-12 02:15    1,15
        2009-12-12 02:20    1,05
        2009-12-12 02:25    1,15
        2009-12-12 02:30    1,15
        2009-12-12 02:35    1,15
        2009-12-12 02:40    1,05
        2009-12-12 02:45    1,05
        2009-12-12 02:50    1,05
        2009-12-12 02:55    1,05
        2009-12-12 03:00    1,05
        2009-12-12 03:05    1,05
        2009-12-12 03:10    1,05
        2009-12-12 03:15    1,05
        2009-12-12 03:20    0,95
        2009-12-12 03:25    0,95
        2009-12-12 03:30    0,95
        2009-12-12 03:35    0,95
        2009-12-12 03:40    0,95
        2009-12-12 03:45    0,95
        2009-12-12 03:50    0,95
        2009-12-12 03:55    0,95
        2009-12-12 04:00    0,95
        2009-12-12 04:05    0,95
        2009-12-12 04:10    0,95
        2009-12-12 04:15    0,95
        2009-12-12 04:20    0,95
        2009-12-12 04:25    0,95
        2009-12-12 04:30    0,95
        2009-12-12 04:35     0,9
        2009-12-12 04:40     0,9
        2009-12-12 04:45     0,9
        2009-12-12 04:50     0,9
        2009-12-12 04:55     0,9
        2009-12-12 05:00     0,9
        2009-12-12 05:05     0,9
        2009-12-12 05:10     0,9
        2009-12-12 05:15     0,9
        2009-12-12 05:20     0,9
        2009-12-12 05:25     0,8
        2009-12-12 05:30     0,8
        2009-12-12 05:35     0,8
        2009-12-12 05:40     0,8
        2009-12-12 05:45     0,8
        2009-12-12 05:50     0,8
        2009-12-12 05:55     0,8
        2009-12-12 06:00     0,8
        2009-12-12 06:05     0,8
        2009-12-12 06:10     0,8
        2009-12-12 06:15     0,7
        2009-12-12 06:20     0,7
        2009-12-12 06:25     0,7
        2009-12-12 06:30     0,7
        2009-12-12 06:35     0,7
        2009-12-12 06:40    0,65
        2009-12-12 06:45    0,65
        2009-12-12 06:50    0,55
        2009-12-12 06:55    0,55
        2009-12-12 07:00    0,55
        2009-12-12 07:05    0,55
        2009-12-12 07:10     0,5
        2009-12-12 07:15     0,5
        2009-12-12 07:20     0,5
        2009-12-12 07:25     0,4
        2009-12-12 07:30     0,3
        2009-12-12 07:35     0,3
        2009-12-12 07:40     0,3
        2009-12-12 07:45     0,3
        2009-12-12 07:50    0,25
        2009-12-12 07:55    0,25
        2009-12-12 08:00    0,25
        2009-12-12 08:05    0,25
        2009-12-12 08:10    0,15
        2009-12-12 08:15    0,15
        2009-12-12 08:20    0,15
        2009-12-12 08:25    0,15
        2009-12-12 08:30    0,15
        2009-12-12 08:35    0,15
        2009-12-12 08:40    0,15
        2009-12-12 08:45    0,15
        2009-12-12 08:50    0,15
        2009-12-12 08:55    0,15
        2009-12-12 09:00    0,15
        2009-12-12 09:05    0,15
        2009-12-12 09:10    0,15
        2009-12-12 09:15    0,15
        2009-12-12 09:20    0,15
        2009-12-12 09:25     0,1
        2009-12-12 09:30     0,1
        2009-12-12 09:35     0,1
        2009-12-12 09:40     0,1
        2009-12-12 09:45    0,15
        2009-12-12 09:50    0,15
        2009-12-12 09:55    0,15
        2009-12-12 10:00    0,15
        2009-12-12 10:05     0,1
        2009-12-12 10:10     0,1
        2009-12-12 10:15     0,1
        2009-12-12 10:20     0,1
        2009-12-12 10:25     0,1
        2009-12-12 10:30     0,1
        2009-12-12 10:35     0,1
        2009-12-12 10:40     0,1
        2009-12-12 10:45       0
        2009-12-12 10:50       0
        2009-12-12 10:55    -0,1
        2009-12-12 11:00    -0,1
        2009-12-12 11:05    -0,1
        2009-12-12 11:10    -0,1
        2009-12-12 11:15    -0,1
        2009-12-12 11:20   -0,15
        2009-12-12 11:25   -0,15
        2009-12-12 11:30   -0,15
        2009-12-12 11:35   -0,15
        2009-12-12 11:40   -0,15
        2009-12-12 11:45   -0,15
        2009-12-12 11:50   -0,15
        2009-12-12 11:55   -0,25
        2009-12-12 12:00   -0,25
        2009-12-12 12:05   -0,25
        2009-12-12 12:10    -0,3
        2009-12-12 12:15    -0,3
        2009-12-12 12:20    -0,3
        2009-12-12 12:25    -0,4
        2009-12-12 12:30    -0,4
        2009-12-12 12:35    -0,4
        2009-12-12 12:40    -0,4
        2009-12-12 12:45    -0,4
        2009-12-12 12:50    -0,5
        2009-12-12 12:55    -0,5
        2009-12-12 13:00    -0,5
        2009-12-12 13:05    -0,5
        2009-12-12 13:10    -0,5
        2009-12-12 13:15    -0,5
        2009-12-12 13:20    -0,5
        2009-12-12 13:25    -0,5
        2009-12-12 13:30   -0,55
        2009-12-12 13:35   -0,55
        2009-12-12 13:40   -0,55
        2009-12-12 13:45   -0,65
        2009-12-12 13:50   -0,55
        2009-12-12 13:55   -0,55
        2009-12-12 14:00   -0,65
        2009-12-12 14:05   -0,65
        2009-12-12 14:10   -0,55
        2009-12-12 14:15   -0,65
        2009-12-12 14:20   -0,65
        2009-12-12 14:25   -0,65
        2009-12-12 14:30   -0,65
        2009-12-12 14:35    -0,7
        2009-12-12 14:40   -0,65
        2009-12-12 14:45   -0,65
        2009-12-12 14:50   -0,65
        2009-12-12 14:55   -0,65
        2009-12-12 15:00    -0,7
        2009-12-12 15:05    -0,7
        2009-12-12 15:10    -0,7
        2009-12-12 15:15    -0,7
        2009-12-12 15:20    -0,8
        2009-12-12 15:25    -0,8
        2009-12-12 15:30    -0,8
        2009-12-12 15:35    -0,8
        2009-12-12 15:40    -0,8
        2009-12-12 15:45    -0,9
        2009-12-12 15:50    -0,9
        2009-12-12 15:55    -0,9
        2009-12-12 16:00    -0,9
        2009-12-12 16:05    -0,9
        2009-12-12 16:10    -0,9
        2009-12-12 16:15    -0,9
        2009-12-12 16:20   -0,95
        2009-12-12 16:25   -0,95
        2009-12-12 16:30   -1,05
        2009-12-12 16:35   -1,05
        2009-12-12 16:40   -1,05
        2009-12-12 16:45   -1,05
        2009-12-12 16:50   -1,05
        2009-12-12 16:55   -1,05
        2009-12-12 17:00   -1,05
        2009-12-12 17:05   -1,05
        2009-12-12 17:10   -1,05
        2009-12-12 17:15   -0,95
        2009-12-12 17:20    -0,9
        2009-12-12 17:25    -0,8
        2009-12-12 17:30    -0,9
        2009-12-12 17:35    -0,9
        2009-12-12 17:40    -0,8
        2009-12-12 17:45    -0,8
        2009-12-12 17:50    -0,8
        2009-12-12 17:55    -0,8
        2009-12-12 18:00    -0,8
        2009-12-12 18:05    -0,8
        2009-12-12 18:10    -0,8
        2009-12-12 18:15    -0,8
        2009-12-12 18:20    -0,8
        2009-12-12 18:25    -0,8
        2009-12-12 18:30    -0,8
        2009-12-12 18:35    -0,8
        2009-12-12 18:40    -0,8
        2009-12-12 18:45    -0,8
        2009-12-12 18:50    -0,8
        2009-12-12 18:55    -0,8
        2009-12-12 19:00    -0,8
        2009-12-12 19:05    -0,8
        2009-12-12 19:10    -0,8
        2009-12-12 19:15    -0,8
        2009-12-12 19:20    -0,8
        2009-12-12 19:25    -0,8
        2009-12-12 19:30    -0,8
        2009-12-12 19:35    -0,8
        2009-12-12 19:40    -0,8
        2009-12-12 19:45    -0,8
        2009-12-12 19:50    -0,8
        2009-12-12 19:55    -0,8
        2009-12-12 20:00    -0,8
        2009-12-12 20:05    -0,8
        2009-12-12 20:10    -0,8
        2009-12-12 20:15    -0,8
        2009-12-12 20:20    -0,8
        2009-12-12 20:25    -0,8
        2009-12-12 20:30    -0,8
        2009-12-12 20:35    -0,8
        2009-12-12 20:40    -0,8
        2009-12-12 20:45    -0,8
        2009-12-12 20:50    -0,8
        2009-12-12 20:55    -0,8
        2009-12-12 21:00    -0,8
        2009-12-12 21:05    -0,8
        2009-12-12 21:10    -0,8
        2009-12-12 21:15    -0,8
        2009-12-12 21:20    -0,8
        2009-12-12 21:25    -0,8
        2009-12-12 21:30    -0,8
        2009-12-12 21:35    -0,8
        2009-12-12 21:40    -0,8
        2009-12-12 21:45    -0,8
        2009-12-12 21:50    -0,8
        2009-12-12 21:55    -0,8
        2009-12-12 22:00    -0,8
        2009-12-12 22:05    -0,8
        2009-12-12 22:10    -0,8
        2009-12-12 22:15    -0,8
        2009-12-12 22:20    -0,8
        2009-12-12 22:25    -0,8
        2009-12-12 22:30    -0,8
        2009-12-12 22:35    -0,8
        2009-12-12 22:40    -0,8
        2009-12-12 22:45    -0,8
        2009-12-12 22:50    -0,8
        2009-12-12 22:55    -0,8
        2009-12-12 23:00    -0,8
        2009-12-12 23:05    -0,8
        2009-12-12 23:10    -0,8
        2009-12-12 23:15    -0,8
        2009-12-12 23:20    -0,8
        2009-12-12 23:25    -0,8
        2009-12-12 23:30    -0,8
        2009-12-12 23:35    -0,8
        2009-12-12 23:40    -0,8
        2009-12-12 23:45    -0,8
        2009-12-12 23:50    -0,8
        2009-12-12 23:55    -0,8
        2009-12-13 00:00    -0,8
        2009-12-13 00:05    -0,8
        2009-12-13 00:10    -0,8
        2009-12-13 00:15    -0,8
        2009-12-13 00:20    -0,8
        2009-12-13 00:25    -0,8
        2009-12-13 00:30    -0,8
        2009-12-13 00:35    -0,8
        2009-12-13 00:40    -0,8
        2009-12-13 00:45    -0,8
        2009-12-13 00:50    -0,8
        2009-12-13 00:55    -0,8
        2009-12-13 01:00    -0,8
        2009-12-13 01:05    -0,8
        2009-12-13 01:10    -0,8
        2009-12-13 01:15    -0,8
        2009-12-13 01:20    -0,8
        2009-12-13 01:25    -0,8
        2009-12-13 01:30    -0,8
        2009-12-13 01:35    -0,9
        2009-12-13 01:40    -0,8
        2009-12-13 01:45    -0,9
        2009-12-13 01:50    -0,9
        2009-12-13 01:55    -0,8
        2009-12-13 02:00    -0,8
        2009-12-13 02:05    -0,8
        2009-12-13 02:10    -0,9
        2009-12-13 02:15    -0,8
        2009-12-13 02:20    -0,9
        2009-12-13 02:25    -0,9
        2009-12-13 02:30    -0,9
        2009-12-13 02:35    -0,9
        2009-12-13 02:40    -0,9
        2009-12-13 02:45    -0,9
        2009-12-13 02:50    -0,9
        2009-12-13 02:55    -0,9
        2009-12-13 03:00    -0,9
        2009-12-13 03:05    -0,9
        2009-12-13 03:10    -0,9
        2009-12-13 03:15    -0,9
        2009-12-13 03:20    -0,9
        2009-12-13 03:25    -0,9
        2009-12-13 03:30    -0,9
        2009-12-13 03:35    -0,9
        2009-12-13 03:40    -0,9
        2009-12-13 03:45    -0,9
        2009-12-13 03:50    -0,9
        2009-12-13 03:55    -0,9
        2009-12-13 04:00    -0,9
        2009-12-13 04:05    -0,9
        2009-12-13 04:10    -0,9
        2009-12-13 04:15    -0,9
        2009-12-13 04:20   -0,95
        2009-12-13 04:25    -0,9
        2009-12-13 04:30    -0,9
        2009-12-13 04:35    -0,9
        2009-12-13 04:40   -0,95
        2009-12-13 04:45    -0,9
        2009-12-13 04:50    -0,9
        2009-12-13 04:55   -0,95
        2009-12-13 05:00    -0,9
        2009-12-13 05:05   -0,95
        2009-12-13 05:10    -0,9
        2009-12-13 05:15   -0,95
        2009-12-13 05:20   -0,95
        2009-12-13 05:25   -0,95
        2009-12-13 05:30   -0,95
        2009-12-13 05:35   -0,95
        2009-12-13 05:40   -0,95
        2009-12-13 05:45   -0,95
        2009-12-13 05:50   -0,95
        2009-12-13 05:55   -0,95
        2009-12-13 06:00   -0,95
        2009-12-13 06:05   -0,95
        2009-12-13 06:10   -0,95
        2009-12-13 06:15   -0,95
        2009-12-13 06:20   -0,95
        2009-12-13 06:25   -0,95
        2009-12-13 06:30   -0,95
        2009-12-13 06:35   -0,95
        2009-12-13 06:40   -0,95
        2009-12-13 06:45   -0,95
        2009-12-13 06:50   -0,95
        2009-12-13 06:55   -0,95
        2009-12-13 07:00   -1,05
        2009-12-13 07:05   -0,95
        2009-12-13 07:10   -0,95
        2009-12-13 07:15   -1,05
        2009-12-13 07:20   -0,95
        2009-12-13 07:25   -1,05
        2009-12-13 07:30   -1,05
        2009-12-13 07:35   -1,05
        2009-12-13 07:40   -1,05
        2009-12-13 07:45   -1,05
        2009-12-13 07:50   -1,05
        2009-12-13 07:55   -1,05
        2009-12-13 08:00   -1,05
        2009-12-13 08:05   -1,05
        2009-12-13 08:10   -1,05
        2009-12-13 08:15   -1,05
        2009-12-13 08:20   -1,05
        2009-12-13 08:25   -1,05
        2009-12-13 08:30   -1,05
        2009-12-13 08:35   -1,05
        2009-12-13 08:40   -1,05
        2009-12-13 08:45   -1,05
        2009-12-13 08:50   -1,05
        2009-12-13 08:55   -1,05
        2009-12-13 09:00   -1,05
        2009-12-13 09:05   -1,05
        2009-12-13 09:10   -1,05
        2009-12-13 09:15   -1,05
        2009-12-13 09:20   -1,05
        2009-12-13 09:25   -1,05
        2009-12-13 09:30   -1,05
        2009-12-13 09:35   -1,05
        2009-12-13 09:40   -1,05
        2009-12-13 09:45   -1,05
        2009-12-13 09:50   -1,05
        2009-12-13 09:55   -1,05
        2009-12-13 10:00   -1,05
        2009-12-13 10:05   -1,05
        2009-12-13 10:10   -1,05
        2009-12-13 10:15   -1,05
        2009-12-13 10:20   -1,05
        2009-12-13 10:25   -1,05
        2009-12-13 10:30   -1,05
        2009-12-13 10:35   -1,05
        2009-12-13 10:40   -1,05
        2009-12-13 10:45   -1,05
        2009-12-13 10:50   -1,05
        2009-12-13 10:55   -1,05
        2009-12-13 11:00   -1,05
        2009-12-13 11:05   -1,05
        2009-12-13 11:10   -1,05
        2009-12-13 11:15   -1,05
        2009-12-13 11:20   -1,05
        2009-12-13 11:25   -1,05
        2009-12-13 11:30   -1,05
        2009-12-13 11:35   -1,05
        2009-12-13 11:40   -1,05
        2009-12-13 11:45   -1,05
        2009-12-13 11:50   -1,05
        2009-12-13 11:55   -1,05
        2009-12-13 12:00   -1,05
        2009-12-13 12:05   -1,05
        2009-12-13 12:10   -0,95
        2009-12-13 12:15   -0,95
        2009-12-13 12:20   -0,95
        2009-12-13 12:25   -0,95
        2009-12-13 12:30   -0,95
        2009-12-13 12:35   -0,95
        2009-12-13 12:40   -0,95
        2009-12-13 12:45   -0,95
        2009-12-13 12:50   -0,95
        2009-12-13 12:55    -0,9
        2009-12-13 13:00    -0,9
        2009-12-13 13:05    -0,9
        2009-12-13 13:10   -0,95
        2009-12-13 13:15    -0,9
        2009-12-13 13:20   -0,95
        2009-12-13 13:25   -0,95
        2009-12-13 13:30   -0,95
        2009-12-13 13:35   -0,95
        2009-12-13 13:40   -0,95
        2009-12-13 13:45   -0,95
        2009-12-13 13:50   -0,95
        2009-12-13 13:55   -0,95
        2009-12-13 14:00   -1,05
        2009-12-13 14:05   -0,95
        2009-12-13 14:10   -0,95
        2009-12-13 14:15    -0,9
        2009-12-13 14:20    -0,9
        2009-12-13 14:25    -0,9
        2009-12-13 14:30    -0,9
        2009-12-13 14:35    -0,9
        2009-12-13 14:40    -0,9
        2009-12-13 14:45    -0,9
        2009-12-13 14:50    -0,8
        2009-12-13 14:55    -0,8
        2009-12-13 15:00    -0,8
        2009-12-13 15:05    -0,8
        2009-12-13 15:10    -0,8
        2009-12-13 15:15    -0,8
        2009-12-13 15:20    -0,7
        2009-12-13 15:25    -0,8
        2009-12-13 15:30    -0,7
        2009-12-13 15:35    -0,7
        2009-12-13 15:40    -0,7
        2009-12-13 15:45    -0,7
        2009-12-13 15:50    -0,8
        2009-12-13 15:55    -0,8
        2009-12-13 16:00    -0,8
        2009-12-13 16:05    -0,8
        2009-12-13 16:10    -0,8
        2009-12-13 16:15    -0,8
        2009-12-13 16:20    -0,9
        2009-12-13 16:25    -0,9
        2009-12-13 16:30    -0,9
        2009-12-13 16:35    -0,9
        2009-12-13 16:40    -0,9
        2009-12-13 16:45   -0,95
        2009-12-13 16:50   -0,95
        2009-12-13 16:55   -0,95
        2009-12-13 17:00   -1,05
        2009-12-13 17:05   -1,05
        2009-12-13 17:10   -1,05
        2009-12-13 17:15   -1,05
        2009-12-13 17:20   -1,05
        2009-12-13 17:25   -1,05
        2009-12-13 17:30   -1,05
        2009-12-13 17:35   -1,05
        2009-12-13 17:40   -1,05
        2009-12-13 17:45   -1,05
        2009-12-13 17:50   -1,05
        2009-12-13 17:55    -1,1
        2009-12-13 18:00    -1,1
        2009-12-13 18:05    -1,1
        2009-12-13 18:10    -1,2
        2009-12-13 18:15   -1,25
        2009-12-13 18:20   -1,25
        2009-12-13 18:25   -1,25
        2009-12-13 18:30   -1,25
        2009-12-13 18:35   -1,35
        2009-12-13 18:40   -1,35
        2009-12-13 18:45   -1,45
        2009-12-13 18:50    -1,5
        2009-12-13 18:55    -1,6
        2009-12-13 19:00   -1,65
        2009-12-13 19:05   -1,75
        2009-12-13 19:10   -1,85
        2009-12-13 19:15    -1,9
        2009-12-13 19:20   -2,05
        2009-12-13 19:25   -2,05
        2009-12-13 19:30   -2,25
        2009-12-13 19:35    -2,3
        2009-12-13 19:40    -2,4
        2009-12-13 19:45   -2,45
        2009-12-13 19:50   -2,55
        2009-12-13 19:55   -2,65
        2009-12-13 20:00   -2,65
        2009-12-13 20:05    -2,7
        2009-12-13 20:10    -2,7
        2009-12-13 20:15    -2,8
        2009-12-13 20:20    -2,8
        2009-12-13 20:25    -2,7
        2009-12-13 20:30    -2,7
        2009-12-13 20:35    -2,7
        2009-12-13 20:40    -2,7
        2009-12-13 20:45    -2,8
        2009-12-13 20:50    -2,8
        2009-12-13 20:55   -2,85
        2009-12-13 21:00   -2,85
        2009-12-13 21:05   -2,95
        2009-12-13 21:10   -2,95
        2009-12-13 21:15   -2,95
        2009-12-13 21:20   -2,95
        2009-12-13 21:25   -2,95
        2009-12-13 21:30   -2,85
        2009-12-13 21:35   -2,85
        2009-12-13 21:40   -2,85
        2009-12-13 21:45    -2,8
        2009-12-13 21:50    -2,8
        2009-12-13 21:55   -2,85
        2009-12-13 22:00   -2,85
        2009-12-13 22:05   -2,85
        2009-12-13 22:10   -2,85
        2009-12-13 22:15    -2,8
        2009-12-13 22:20   -2,85
        2009-12-13 22:25   -2,85
        2009-12-13 22:30    -2,8
        2009-12-13 22:35    -2,8
        2009-12-13 22:40   -2,85
        2009-12-13 22:45   -2,85
        2009-12-13 22:50    -2,8
