T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2
2.500000;2.671804;2.750462;59.358725;59.358725;50.625000;78.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.737885;16.000000
2.500000;2.663836;2.739065;59.358725;59.358725;50.625000;78.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.246030;16.000000
2.500000;2.656249;2.728166;59.358725;59.358725;50.625000;78.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.742572;16.000000
2.500000;2.649022;2.717750;59.358725;59.358725;50.625000;78.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.235237;16.000000
2.600000;2.649162;2.708303;59.357885;59.348648;50.450000;78.500000;0.000105;0.000000;5.000000;0.000000;0.000000;0.009489;14.736928;16.000000
2.600000;2.648793;2.700138;58.666523;58.190568;50.450000;78.500000;0.001454;0.000000;5.000000;0.000000;0.000000;0.130895;14.273804;16.000000
2.600000;2.648043;2.693019;56.443489;55.498990;50.450000;78.500000;0.002866;0.000000;5.000000;0.000000;0.000000;0.257933;13.954228;16.000000
2.600000;2.647013;2.686756;53.010334;51.762452;50.450000;78.500000;0.004171;0.000000;5.000000;0.000000;0.000000;0.375354;13.840068;16.000000
2.600000;2.645783;2.681199;48.932274;47.564863;50.450000;78.500000;0.005278;0.000000;5.000000;0.000000;0.000000;0.474977;13.912191;16.000000
2.600000;2.644414;2.676227;44.702793;43.345186;50.450000;78.500000;0.006182;0.000000;5.000000;0.000000;0.000000;0.556385;14.098388;16.000000
2.600000;2.642952;2.671744;40.616648;39.332513;50.450000;78.500000;0.006937;0.000000;5.000000;0.000000;0.000000;0.624364;14.314942;16.000000
2.600000;2.641436;2.667673;36.794417;35.602406;50.450000;78.500000;0.007622;0.000000;5.000000;0.000000;0.000000;0.685946;14.494230;16.000000
2.650000;2.643406;2.664205;33.254836;32.151643;50.362500;78.375000;0.008311;0.000000;5.000000;0.000000;0.000000;0.748026;14.596778;16.000000
2.650000;2.644954;2.661454;29.972237;28.946150;50.362500;78.375000;0.009085;0.000000;5.000000;0.000000;0.000000;0.817677;14.597324;16.000000
2.650000;2.646169;2.659271;26.908222;25.946954;50.362500;78.375000;0.010009;0.000000;5.000000;0.000000;0.000000;0.900830;14.489604;16.000000
2.650000;2.654325;3.135796;43.700653;30.619682;50.362500;78.375000;0.011111;0.001036;5.000000;1.000000;0.093240;1.000000;14.278532;16.000000
2.650000;2.753368;6.170963;60.127219;49.866346;50.362500;78.375000;0.011111;0.002209;5.000000;1.000000;0.198844;1.000000;14.212330;16.000000
2.650000;3.084254;11.469830;64.793051;56.167034;50.362500;78.375000;0.011111;0.003011;5.000000;1.000000;0.270949;1.000000;14.581221;16.000000
2.650000;3.686611;17.018182;66.759989;59.112116;50.362500;78.375000;0.011111;0.003250;5.000000;1.000000;0.292483;1.000000;15.264111;16.000000
2.650000;4.493501;21.243195;60.747252;57.633803;50.362500;78.375000;0.011111;0.002866;5.000000;0.000000;0.257897;1.000000;16.105636;16.000000
2.650000;5.360430;22.773864;53.305569;51.412725;50.362500;78.375000;0.010608;0.001942;5.000000;0.000000;0.174746;0.954760;16.914880;16.000000
2.650000;6.137389;22.122969;48.562710;47.317875;50.362500;78.375000;0.009240;0.000656;5.000000;0.000000;0.059009;0.831614;17.526646;16.000000
2.650000;6.734901;20.137701;45.318911;44.404809;50.362500;78.375000;0.007838;0.000000;5.000000;0.000000;0.000000;0.705442;17.918523;16.000000
2.750000;7.153980;18.323640;60.932078;53.064057;50.187500;78.125000;0.006461;0.000000;5.000000;1.000000;0.000000;0.581521;18.138305;16.000000
2.650000;7.420116;16.805845;58.356044;57.050819;50.362500;78.375000;0.004991;0.000000;5.000000;0.000000;0.000000;0.449153;18.343915;16.000000
2.750000;7.581534;15.525978;55.193865;54.391599;50.187500;78.125000;0.003387;0.000000;5.000000;0.000000;0.000000;0.304809;18.559324;16.000000
2.750000;7.656439;14.438202;53.291770;52.852294;50.187500;78.125000;0.001780;0.000000;5.000000;0.000000;0.000000;0.160157;18.689175;16.000000
2.750000;7.665439;13.505666;52.444756;52.332028;50.187500;78.125000;0.000271;0.000000;5.000000;0.000000;0.000000;0.024429;18.694843;16.000000
2.750000;7.624699;12.699103;52.370373;52.370020;50.187500;78.125000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;18.559367;16.000000
2.750000;7.546878;11.995248;52.370197;52.370196;50.187500;78.125000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;18.304519;16.000000
2.800000;7.445385;11.375831;52.370197;52.370197;50.100000;78.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.965652;16.000000
2.800000;7.324010;10.826249;52.370197;52.370197;50.100000;78.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.563730;16.000000
2.800000;7.188829;10.334594;52.370197;52.370197;50.100000;78.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.118189;16.000000
2.800000;7.044552;9.891336;52.370197;52.370197;50.100000;78.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.644091;16.000000
2.900000;6.901844;9.489331;52.370197;52.370197;49.925000;77.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.160088;16.000000
2.800000;6.748612;9.122248;52.370197;52.370197;50.100000;78.000000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.660216;16.000000
2.900000;6.602018;8.785069;52.370197;52.370197;49.925000;77.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.166306;16.000000
2.900000;6.455783;8.474141;52.370197;52.370197;49.925000;77.750000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;14.675604;16.000000
2.900000;6.311233;8.185997;52.294746;52.156149;49.925000;77.750000;0.000663;0.000000;5.000000;0.000000;0.000000;0.059669;14.194165;16.000000
3.000000;6.176374;7.918309;51.152373;50.553629;49.750000;77.500000;0.002231;0.000000;5.000000;0.000000;0.000000;0.200798;13.791691;16.000000
3.000000;6.044062;7.669083;48.701676;47.737871;49.750000;77.500000;0.003795;0.000000;5.000000;0.000000;0.000000;0.341515;13.555658;16.000000
3.000000;5.914949;7.436175;45.380116;44.220060;49.750000;77.500000;0.005224;0.000000;5.000000;0.000000;0.000000;0.470153;13.510134;16.000000
3.000000;5.789493;7.217812;41.693415;40.484183;49.750000;77.500000;0.006474;0.000000;5.000000;0.000000;0.000000;0.582687;13.609362;16.000000
3.000000;5.668006;7.012520;38.004111;36.832079;49.750000;77.500000;0.007574;0.000000;5.000000;0.000000;0.000000;0.681619;13.775010;16.000000
3.000000;5.550683;6.819060;34.493411;33.393200;49.750000;77.500000;0.008589;0.000000;5.000000;0.000000;0.000000;0.773044;13.932303;16.000000
