T0;Tr;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP;Um;Ub1;Ub2
2.1;20.002819;42.407945;53.480489;51.32899;51.325;79.75;0.007179;0.007179;20;0.116953;0.646109;0.646109
2.1;20.004334;42.408363;53.478132;51.327977;51.325;79.75;0.007175;0.007175;20;0.116882;0.645778;0.645778
2.1;20.005629;42.407087;53.47635;51.327248;51.325;79.75;0.007171;0.007171;20;0.116825;0.645398;0.645398
2.1;20.006655;42.404691;53.474973;51.326729;51.325;79.75;0.007167;0.007167;20;0.116778;0.644987;0.644987
2.1;20.007393;42.401555;53.473885;51.326357;51.325;79.75;0.007162;0.007162;20;0.116739;0.644561;0.644561
2.1;20.007848;42.397948;53.473011;51.326082;51.325;79.75;0.007157;0.007157;20;0.116706;0.644134;0.644134
2.1;20.008035;42.394073;53.472305;51.325869;51.325;79.75;0.007152;0.007152;20;0.116679;0.643717;0.643717
2;20.001733;42.42689;53.706107;51.512412;51.5;80;0.007157;0.007157;20;0.118551;0.644115;0.644115
2;19.998634;42.466237;53.686876;51.51176;51.5;80;0.00716;0.00716;20;0.117932;0.644427;0.644427
2;19.997636;42.489501;53.67923;51.509276;51.5;80;0.007163;0.007163;20;0.117658;0.644627;0.644627
2;19.997773;42.503224;53.67352;51.507005;51.5;80;0.007164;0.007164;20;0.117479;0.644731;0.644731
2;19.998482;42.511074;53.669473;51.505084;51.5;80;0.007164;0.007164;20;0.11737;0.644755;0.644755
2;19.99943;42.515305;53.666638;51.503618;51.5;80;0.007163;0.007163;20;0.117301;0.644713;0.644713
2;20.000426;42.517285;53.664648;51.502561;51.5;80;0.007162;0.007162;20;0.117254;0.644617;0.644617
1.95;19.998242;42.536265;53.780455;51.595215;51.5875;80.125;0.007165;0.007165;20;0.118163;0.644876;0.644876
1.95;19.997654;42.557563;53.769996;51.594438;51.5875;80.125;0.007167;0.007167;20;0.117835;0.645042;0.645042
1.95;19.998064;42.570117;53.765553;51.592929;51.5875;80.125;0.007168;0.007168;20;0.117679;0.645111;0.645111
1.85;19.992723;42.614304;53.996595;51.778409;51.7625;80.375;0.007177;0.007177;20;0.11945;0.645891;0.645891
1.85;19.990998;42.661555;53.975349;51.776725;51.7625;80.375;0.007183;0.007183;20;0.118788;0.646483;0.646483
1.85;19.991571;42.690377;53.966253;51.773603;51.7625;80.375;0.007187;0.007187;20;0.118472;0.646868;0.646868
1.85;19.993343;42.707981;53.95944;51.77089;51.7625;80.375;0.00719;0.00719;20;0.118257;0.647071;0.647071
1.75;19.989422;42.755516;54.18894;51.955495;51.9375;80.625;0.007199;0.007199;20;0.119988;0.647909;0.647909
1.75;19.989087;42.804778;54.16654;51.953171;51.9375;80.625;0.007205;0.007205;20;0.119303;0.648492;0.648492
1.75;19.990957;42.834621;54.15657;51.949705;51.9375;80.625;0.007209;0.007209;20;0.118958;0.648811;0.648811
1.75;19.993898;42.852489;54.149045;51.946771;51.9375;80.625;0.00721;0.00721;20;0.118716;0.648898;0.648898
1.7;19.912131;39.939615;53.371098;53.354224;52.025;80.75;0;0;15;0;0;0
1.7;19.677158;37.166862;53.362679;53.362644;52.025;80.75;0;0;15;0;0;0
1.7;19.326329;34.734966;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;18.891607;32.583386;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;18.397882;30.663798;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;17.864476;28.937553;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;17.306331;27.373663;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;16.734944;25.947211;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;16.159103;24.638097;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.7;15.585475;23.430043;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0
1.6;15.012033;22.3093;53.362661;53.362661;52.2;81;0;0;15;0;0;0
1.6;14.450334;21.264713;53.362661;53.362661;52.2;81;0;0;15;0;0;0
1.6;13.902913;20.287601;53.362661;53.362661;52.2;81;0;0;15;0;0;0
1.6;13.371541;19.370772;53.362661;53.362661;52.2;81;0;0;15;0;0;0
1.6;12.857399;18.508224;53.362661;53.362661;52.2;81;0;0;15;0;0;0
1.55;12.357694;17.694657;53.362661;53.362661;52.2875;81.125;0;0;15;0;0;0
1.55;11.876727;16.925629;53.362661;53.362661;52.2875;81.125;0;0;15;0;0;0
1.55;11.414719;16.257645;53.346853;53.257415;52.2875;81.125;0.000395;0.000395;15;0;0.035587;0.035587
1.55;11.036773;18.329888;51.059439;49.68864;52.2875;81.125;0.00292;0.00292;15;0;0.262829;0.262829
1.55;10.898171;22.508116;46.521438;43.962442;52.2875;81.125;0.005327;0.005327;15;0.145465;0.479437;0.479437
1.55;11.019596;27.033585;51.760648;46.003144;52.2875;81.125;0.007449;0.007449;15;0.331604;0.670399;0.670399
1.55;11.397256;31.990274;54.18534;48.465783;52.2875;81.125;0.009147;0.009147;15;0.333699;0.82323;0.82323
1.55;11.990783;36.316347;55.449655;50.178239;52.2875;81.125;0.010332;0.010332;15;0.308229;0.929916;0.929916
1.45;12.716601;39.634192;56.201994;51.509023;52.4625;81.375;0.011001;0.011001;15;0.270453;0.990066;0.990066
1.45;13.506387;41.883523;56.248915;52.224369;52.4625;81.375;0.011111;0.011111;15;0.227036;1;1
1.45;14.295869;43.244514;56.081666;52.579627;52.4625;81.375;0.010906;0.010906;15;0.193568;0.98152;0.98152
1.45;15.041766;43.929291;55.815222;52.745295;52.4625;81.375;0.010258;0.010258;15;0.166366;0.923243;0.923243
1.45;15.716851;44.113919;55.521178;52.800542;52.4625;81.375;0.009294;0.009294;15;0.145028;0.836439;0.836439
1.45;16.305666;43.915773;55.225722;52.811534;52.4625;81.375;0.008074;0.008074;15;0.126665;0.726618;0.726618
1.35;16.793249;43.426695;55.161614;53.003452;52.6375;81.625;0.006667;0.006667;15;0.110511;0.599996;0.599996
1.35;17.182944;42.611627;54.821443;53.021422;52.6375;81.625;0.005124;0.005124;15;0.089945;0.461204;0.461204
1.35;17.466727;41.405666;54.449391;53.058019;52.6375;81.625;0.003513;0.003513;15;0.066282;0.316129;0.316129
1.35;17.633951;39.728522;54.004404;53.122056;52.6375;81.625;0.001904;0.001904;15;0.037369;0.171382;0.171382
1.35;17.669532;37.457217;53.45041;53.213362;52.6375;81.625;0.000385;0.000385;15;0.001828;0.034657;0.034657
1.35;17.557094;34.764042;53.290404;53.28956;52.6375;81.625;0;0;15;0;0;0
1.35;17.315879;32.378951;53.289983;53.289981;52.6375;81.625;0;0;15;0;0;0
1.3;16.976281;30.281775;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0
1.3;16.568872;28.421559;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0
1.3;16.114312;26.757855;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0
1.2;15.621598;25.257784;53.289982;53.289982;52.9;82;0;0;15;0;0;0
1.2;15.11096;23.895035;53.289982;53.289982;52.9;82;0;0;15;0;0;0
1.2;14.591755;22.648922;53.289982;53.289982;52.9;82;0;0;15;0;0;0
1.2;14.071115;21.50273;53.289982;53.289982;52.9;82;0;0;15;0;0;0
1.15;13.550915;20.442646;53.289982;53.289982;52.9875;82.125;0;0;15;0;0;0
1.2;13.052632;20.142338;52.822805;52.337744;52.9;82;0.00114;0.00114;15;0;0.102631;0.102631
1.15;12.659613;21.975606;53.008378;50.304646;52.9875;82.125;0.002776;0.002776;15;0.174649;0.249802;0.249802
1.15;12.466079;25.342566;54.88276;50.940423;52.9875;82.125;0.004355;0.004355;15;0.229997;0.391957;0.391957
1.15;12.509974;29.383284;55.983857;51.53605;52.9875;82.125;0.005713;0.005713;15;0.257935;0.514144;0.514144
1.15;12.773002;33.239077;56.586628;52.127315;52.9875;82.125;0.00674;0.00674;15;0.256425;0.606574;0.606574
1.15;13.201288;36.420552;56.796327;52.63099;52.9875;82.125;0.007388;0.007388;15;0.235952;0.664936;0.664936
1.15;13.730308;38.769112;56.739627;52.989961;52.9875;82.125;0.007656;0.007656;15;0.208272;0.689029;0.689029
1.15;14.301149;40.325751;56.528352;53.203919;52.9875;82.125;0.007569;0.007569;15;0.180865;0.681225;0.681225
1.05;14.861185;41.24951;56.478785;53.494242;53.1625;82.375;0.007179;0.007179;15;0.158652;0.64608;0.64608
1.15;15.392985;41.598418;55.915283;53.347717;52.9875;82.125;0.006515;0.006515;15;0.134835;0.586335;0.586335
1.15;15.862948;41.476819;55.609167;53.355753;52.9875;82.125;0.005641;0.005641;15;0.115855;0.507649;0.507649
1.15;16.255468;40.967321;55.285573;53.36192;52.9875;82.125;0.004612;0.004612;15;0.096683;0.415092;0.415092
1.05;16.552523;40.104453;55.16927;53.572182;53.1625;82.375;0.003498;0.003498;15;0.076917;0.31481;0.31481
1.05;16.752704;38.847083;54.766836;53.592495;53.1625;82.375;0.002353;0.002353;15;0.053881;0.211739;0.211739
1.05;16.844382;37.142372;54.3298;53.626928;53.1625;82.375;0.001246;0.001246;15;0.028124;0.112172;0.112172
1.05;16.815044;34.953301;53.836502;53.664473;53.1625;82.375;0.000257;0.000257;15;0.000187;0.023096;0.023096
1.05;16.655207;32.477964;53.71421;53.713543;53.1625;82.375;0;0;15;0;0;0
1.05;16.384084;30.281186;53.713877;53.713876;53.1625;82.375;0;0;15;0;0;0
1.05;16.031574;28.343519;53.713877;53.713877;53.1625;82.375;0;0;15;0;0;0
1.05;15.621153;26.619801;53.713877;53.713877;53.1625;82.375;0;0;15;0;0;0
0.95;15.164044;25.073431;53.713877;53.713877;53.3375;82.625;0;0;15;0;0;0
0.95;14.682238;23.675167;53.713877;53.713877;53.3375;82.625;0;0;15;0;0;0
0.95;14.187259;22.506901;53.663608;53.550489;53.3375;82.625;0.000359;0.000359;15;0;0.032276;0.032276
0.95;13.722304;22.648904;52.77951;51.933122;53.3375;82.625;0.001459;0.001459;15;0.049883;0.131328;0.131328
0.95;13.366106;24.218753;54.341864;51.7474;53.3375;82.625;0.00267;0.00267;15;0.152135;0.240325;0.240325
0.95;13.176646;26.874991;55.419166;52.063126;53.3375;82.625;0.00385;0.00385;15;0.19184;0.346466;0.346466
0.95;13.176706;30.003332;56.173431;52.393988;53.3375;82.625;0.004871;0.004871;15;0.214421;0.438402;0.438402
0.95;13.351981;33.042244;56.607163;52.752612;53.3375;82.625;0.005648;0.005648;15;0.216761;0.508311;0.508311
0.95;13.663923;35.630542;56.771136;53.079096;53.3375;82.625;0.006135;0.006135;15;0.20495;0.552186;0.552186
0.95;14.064668;37.612243;56.737663;53.330408;53.3375;82.625;0.006324;0.006324;15;0.186102;0.569163;0.569163
0.95;14.508062;38.973108;56.577424;53.496598;53.3375;82.625;0.006229;0.006229;15;0.16535;0.560594;0.560594
0.95;14.955298;39.769171;56.345585;53.592278;53.3375;82.625;0.00588;0.00588;15;0.145192;0.529234;0.529234
0.95;15.376318;40.074471;56.076918;53.641432;53.3375;82.625;0.005319;0.005319;15;0.126167;0.478683;0.478683
0.95;15.748777;39.951634;55.787677;53.6665;53.3375;82.625;0.00459;0.00459;15;0.107777;0.413072;0.413072
0.95;16.056023;39.439913;55.480756;53.683643;53.3375;82.625;0.003744;0.003744;15;0.089175;0.33693;0.33693
0.9;16.281708;38.564563;55.264009;53.800603;53.425;82.75;0.00284;0.00284;15;0.069842;0.255577;0.255577
0.9;16.419162;37.315153;54.89447;53.817069;53.425;82.75;0.001932;0.001932;15;0.048986;0.173924;0.173924
0.9;16.458069;35.680228;54.502401;53.835334;53.425;82.75;0.001085;0.001085;15;0.027088;0.097677;0.097677
0.9;16.389477;33.673146;54.089156;53.842734;53.425;82.75;0.000365;0.000365;15;0.005567;0.03289;0.03289
0.9;16.207783;31.389568;53.870481;53.866712;53.425;82.75;0;0;15;0;0;0
0.9;15.924126;29.280086;53.868601;53.868593;53.425;82.75;0;0;15;0;0;0
0.9;15.565168;27.416416;53.868597;53.868597;53.425;82.75;0;0;15;0;0;0
0.9;15.152949;25.755961;53.868597;53.868597;53.425;82.75;0;0;15;0;0;0
0.9;14.706006;24.39628;53.790925;53.675948;53.425;82.75;0.000333;0.000333;15;0;0.029984;0.029984
0.9;14.265421;24.027166;53.204538;52.506414;53.425;82.75;0.00111;0.00111;15;0.044419;0.099911;0.099911
0.8;13.88539;24.799967;54.528833;52.565659;53.6;83;0.002051;0.002051;15;0.112765;0.184547;0.184547
0.8;13.627421;26.592668;55.35729;52.66332;53.6;83;0.003035;0.003035;15;0.152171;0.273112;0.273112
0.8;13.522731;29.011991;56.03479;52.814507;53.6;83;0.00395;0.00395;15;0.180434;0.355485;0.355485
0.8;13.574181;31.610482;56.495285;53.031466;53.6;83;0.004706;0.004706;15;0.192786;0.423532;0.423532
0.8;13.761017;34.022529;56.739245;53.271466;53.6;83;0.005244;0.005244;15;0.191204;0.471961;0.471961
0.8;14.048588;36.024888;56.800416;53.488553;53.6;83;0.005537;0.005537;15;0.180327;0.498298;0.498298
0.8;14.398006;37.525111;56.726511;53.65595;53.6;83;0.005582;0.005582;15;0.164746;0.502368;0.502368
0.8;14.772828;38.517808;56.563373;53.769296;53.6;83;0.005396;0.005396;15;0.147572;0.485651;0.485651
0.8;15.142311;39.03989;56.345998;53.838691;53.6;83;0.005008;0.005008;15;0.130282;0.450747;0.450747
0.8;15.482071;39.138372;56.095974;53.879184;53.6;83;0.004456;0.004456;15;0.113197;0.400997;0.400997
0.7;15.766774;38.87718;56.050764;54.098983;53.775;83.25;0.00379;0.00379;15;0.096885;0.341083;0.341083
0.7;15.99088;38.262672;55.73674;54.109734;53.775;83.25;0.003049;0.003049;15;0.079269;0.274455;0.274455
0.7;16.141985;37.294913;55.41764;54.121604;53.775;83.25;0.002286;0.002286;15;0.061055;0.2057;0.2057
0.7;16.209902;35.988548;55.080412;54.131569;53.775;83.25;0.001553;0.001553;15;0.042459;0.13975;0.13975
0.7;16.186737;34.368058;54.733184;54.132321;53.775;83.25;0.000908;0.000908;15;0.024477;0.081763;0.081763
0.65;16.064362;32.494511;54.505759;54.214068;53.8625;83.375;0.000415;0.000415;15;0.008795;0.037328;0.037328
0.65;15.847657;30.484172;54.214227;54.145962;53.8625;83.375;0.00012;0.00012;15;0;0.010821;0.010821
0.55;15.539135;28.537519;54.280961;54.247829;54.0375;83.625;0.000074;0.000074;15;0;0.006694;0.006694
0.55;15.168667;26.929993;54.240407;54.049026;54.0375;83.625;0.000287;0.000287;15;0.011329;0.025853;0.025853
0.55;14.771554;25.952265;54.476702;53.844757;54.0375;83.625;0.000745;0.000745;15;0.036316;0.067038;0.067038
0.55;14.393321;25.821128;54.902338;53.650676;54.0375;83.625;0.001399;0.001399;15;0.070336;0.125917;0.125917
0.5;14.078133;26.595764;55.556694;53.61091;54.125;83.75;0.002178;0.002178;15;0.107461;0.196017;0.196017
0.5;13.869201;28.130823;56.104931;53.554588;54.125;83.75;0.002986;0.002986;15;0.140635;0.268724;0.268724
0.5;13.787724;30.131837;56.578619;53.603912;54.125;83.75;0.003733;0.003733;15;0.163381;0.33599;0.33599
0.4;13.827778;32.296595;57.141712;53.922383;54.3;84;0.004357;0.004357;15;0.174948;0.392111;0.392111
0.3;13.975556;34.363552;57.537099;54.265462;54.475;84.25;0.004808;0.004808;15;0.176082;0.432679;0.432679
0.3;14.212511;36.114756;57.561285;54.41158;54.475;84.25;0.005051;0.005051;15;0.168188;0.454583;0.454583
0.3;14.505905;37.442928;57.489774;54.53566;54.475;84.25;0.005083;0.005083;15;0.155725;0.457448;0.457448
0.3;14.824116;38.330226;57.342614;54.62672;54.475;84.25;0.004916;0.004916;15;0.141172;0.442418;0.442418
0.25;15.136487;38.809669;57.260318;54.783726;54.5625;84.375;0.004579;0.004579;15;0.126426;0.412111;0.412111
0.25;15.425218;38.902795;57.021019;54.819091;54.5625;84.375;0.004101;0.004101;15;0.110845;0.369058;0.369058
0.25;15.672128;38.631972;56.765551;54.84245;54.5625;84.375;0.003519;0.003519;15;0.095061;0.316729;0.316729
0.25;15.86286;38.023332;56.491747;54.859079;54.5625;84.375;0.002878;0.002878;15;0.078964;0.259024;0.259024
0.15;15.979497;37.114835;56.424614;55.070252;54.7375;84.625;0.002233;0.002233;15;0.062801;0.201013;0.201013
0.15;16.022181;35.918798;56.103545;55.060748;54.7375;84.625;0.001626;0.001626;15;0.047287;0.146383;0.146383
0.15;15.984748;34.467423;55.803988;55.046079;54.7375;84.625;0.001107;0.001107;15;0.032903;0.099615;0.099615
0.15;15.864984;32.836752;55.533289;55.010994;54.7375;84.625;0.000722;0.000722;15;0.021752;0.065012;0.065012
0.15;15.66651;31.150122;55.328266;54.944721;54.7375;84.625;0.000514;0.000514;15;0.016214;0.046265;0.046265
0.15;15.400978;29.585107;55.233532;54.840668;54.7375;84.625;0.00051;0.00051;15;0.018701;0.045891;0.045891
0.15;15.089785;28.357781;55.288666;54.70217;54.7375;84.625;0.000718;0.000718;15;0.030738;0.064611;0.064611
0.15;14.763834;27.677539;55.508538;54.54671;54.7375;84.625;0.001121;0.001121;15;0.051922;0.100878;0.100878
0.15;14.460139;27.682226;55.868701;54.404361;54.7375;84.625;0.001676;0.001676;15;0.07938;0.150819;0.150819
0.15;14.215334;28.383768;56.307959;54.308434;54.7375;84.625;0.002319;0.002319;15;0.108279;0.208722;0.208722
0.15;14.058099;29.657531;56.749028;54.281744;54.7375;84.625;0.002978;0.002978;15;0.133376;0.268013;0.268013
0.15;14.003478;31.28391;57.124395;54.326585;54.7375;84.625;0.003582;0.003582;15;0.150829;0.322369;0.322369
0.15;14.051221;33.017519;57.392811;54.425049;54.7375;84.625;0.004074;0.004074;15;0.159232;0.366629;0.366629
0.15;14.188112;34.647689;57.541757;54.54887;54.7375;84.625;0.004414;0.004414;15;0.159421;0.397284;0.397284
0.15;14.392584;36.028978;57.580272;54.671563;54.7375;84.625;0.004584;0.004584;15;0.153468;0.412547;0.412547
0.1;14.636369;37.096379;57.643213;54.872306;54.825;84.75;0.004584;0.004584;15;0.14414;0.412573;0.412573
