T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2;;Uchyb;B³¹d wzglêdny uchybu
-0.55;20.010181;45.733985;58.400545;55.952436;55.9625;86.375;0.007128;0.007128;20;0.125142;0.641478;0.641478;20.010181;20;;0.010181;0.05%
-0.55;20.010645;45.705983;58.407295;55.954483;55.9625;86.375;0.007121;0.007121;20;0.125387;0.640903;0.640903;20.010645;20;;0.010645;0.05%
-0.55;20.009774;45.687546;58.412412;55.956426;55.9625;86.375;0.007116;0.007116;20;0.125544;0.640476;0.640476;20.009774;20;;0.009774;0.05%
-0.65;20.001955;45.71326;58.649822;56.146687;56.1375;86.625;0.007122;0.007122;20;0.127166;0.640976;0.640976;20.001955;20;;0.001955;0.01%
-0.65;19.997225;45.748332;58.633543;56.144452;56.1375;86.625;0.007128;0.007128;20;0.126945;0.641481;0.641481;19.997225;20;;0.002775;0.01%
-0.65;19.994651;45.770378;58.628695;56.143183;56.1375;86.625;0.007133;0.007133;20;0.126757;0.641949;0.641949;19.994651;20;;0.005349;0.03%
-0.65;19.993408;45.784996;58.625069;56.141758;56.1375;86.625;0.007138;0.007138;20;0.126651;0.642376;0.642376;19.993408;20;;0.006592;0.03%
-0.65;19.993003;45.795101;58.62264;56.140492;56.1375;86.625;0.007142;0.007142;20;0.126597;0.642759;0.642759;19.993003;20;;0.006997;0.03%
-0.65;19.993131;45.802448;58.621061;56.139517;56.1375;86.625;0.007145;0.007145;20;0.126571;0.643094;0.643094;19.993131;20;;0.006869;0.03%
-0.65;19.993602;45.808057;58.620048;56.138828;56.1375;86.625;0.007149;0.007149;20;0.126557;0.64338;0.64338;19.993602;20;;0.006398;0.03%
-0.65;19.994292;45.812503;58.619389;56.138376;56.1375;86.625;0.007151;0.007151;20;0.126548;0.643614;0.643614;19.994292;20;;0.005708;0.03%
-0.65;19.99512;45.816092;58.618935;56.1381;56.1375;86.625;0.007153;0.007153;20;0.126539;0.643797;0.643797;19.99512;20;;0.00488;0.02%
-0.65;19.996024;45.818986;58.618586;56.137946;56.1375;86.625;0.007155;0.007155;20;0.126529;0.643928;0.643928;19.996024;20;;0.003976;0.02%
-0.65;19.996958;45.821267;58.618281;56.137872;56.1375;86.625;0.007156;0.007156;20;0.126516;0.64401;0.64401;19.996958;20;;0.003042;0.02%
-0.65;19.997886;45.822982;58.617986;56.137845;56.1375;86.625;0.007156;0.007156;20;0.126501;0.644046;0.644046;19.997886;20;;0.002114;0.01%
-0.65;19.998778;45.824164;58.617682;56.137843;56.1375;86.625;0.007156;0.007156;20;0.126484;0.64404;0.64404;19.998778;20;;0.001222;0.01%
-0.65;19.999609;45.824845;58.617365;56.137852;56.1375;86.625;0.007156;0.007156;20;0.126466;0.643997;0.643997;19.999609;20;;0.000391;0,00%
-0.65;20.000359;45.825063;58.617037;56.137862;56.1375;86.625;0.007155;0.007155;20;0.126447;0.643922;0.643922;20.000359;20;;0.000359;0,00%
-0.55;19.915392;42.514248;57.482874;57.468666;55.9625;86.375;0;0;15;0;0;0;19.915392;15;;4.915392;32.77%
-0.55;19.656223;39.385926;57.475785;57.475755;55.9625;86.375;0;0;15;0;0;0;19.656223;15;;4.656223;31.04%
-0.65;19.258592;36.64243;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;19.258592;15;;4.258592;28.39%
-0.65;18.766543;34.214928;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;18.766543;15;;3.766543;25.11%
-0.65;18.208117;32.048966;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;18.208117;15;;3.208117;21.39%
-0.65;17.605081;30.10099;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;17.605081;15;;2.605081;17.37%
-0.65;16.974265;28.33608;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;16.974265;15;;1.974265;13.16%
-0.65;16.328618;26.726154;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;16.328618;15;;1.328618;8.86%
-0.65;15.678039;25.248561;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;15.678039;15;;0.678039;4.52%
-0.65;15.030034;23.884951;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;15.030034;15;;0.030034;0.2%
-0.65;14.390232;22.620402;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;14.390232;15;;0.609768;4.07%
-0.65;13.762797;21.442709;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;13.762797;15;;1.237203;8.25%
-0.65;13.150744;20.341842;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;13.150744;15;;1.849256;12.33%
-0.65;12.556198;19.309498;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;12.556198;15;;2.443802;16.29%
-0.65;11.980589;18.33876;57.47577;57.47577;56.1375;86.625;0;0;15;0;0;0;11.980589;15;;3.019411;20.13%
-0.65;11.425357;17.548883;57.433841;57.264872;56.1375;86.625;0.000561;0.000561;15;0;0.050468;0.050468;11.425357;15;;3.574643;23.83%
-0.65;10.973637;19.990474;54.627939;53.036122;56.1375;86.625;0.003184;0.003184;15;0;0.286535;0.286535;10.973637;15;;4.026363;26.84%
-0.65;10.793849;24.573001;51.652181;47.39724;56.1375;86.625;0.005684;0.005684;15;0.270952;0.511568;0.511568;10.793849;15;;4.206151;28.04%
-0.65;10.909227;29.785816;56.675197;50.335496;56.1375;86.625;0.007874;0.007874;15;0.347354;0.708682;0.708682;10.909227;15;;4.090773;27.27%
-0.55;11.322309;35.18296;58.633618;52.447994;55.9625;86.375;0.009585;0.009585;15;0.34521;0.862691;0.862691;11.322309;15;;3.677691;24.52%
-0.55;11.963249;39.690133;59.722459;54.087279;55.9625;86.375;0.010747;0.010747;15;0.313591;0.967216;0.967216;11.963249;15;;3.036751;20.25%
-0.55;12.741479;42.951737;60.076491;55.208509;55.9625;86.375;0.011111;0.011111;15;0.265599;1;1;12.741479;15;;2.258521;15.06%
-0.55;13.568019;45.000282;60.004876;55.831908;55.9625;86.375;0.011111;0.011111;15;0.223302;1;1;13.568019;15;;1.431981;9.55%
-0.55;14.380302;46.24297;59.813075;56.089619;55.9625;86.375;0.011111;0.011111;15;0.196586;1;1;14.380302;15;;0.619698;4.13%
-0.55;15.142255;46.880232;59.550101;56.241875;55.9625;86.375;0.010413;0.010413;15;0.170929;0.937192;0.937192;15.142255;15;;0.142255;0.95%
-0.55;15.828162;46.999294;59.239357;56.299825;55.9625;86.375;0.009378;0.009378;15;0.14942;0.843988;0.843988;15.828162;15;;0.828162;5.52%
-0.65;16.416126;46.759134;59.163153;56.501139;56.1375;86.625;0.008097;0.008097;15;0.132506;0.7287;0.7287;16.416126;15;;1.416126;9.44%
-0.65;16.906572;46.165781;58.819804;56.512759;56.1375;86.625;0.006624;0.006624;15;0.112819;0.596168;0.596168;16.906572;15;;1.906572;12.71%
-0.65;17.290927;45.190885;58.460318;56.534402;56.1375;86.625;0.005026;0.005026;15;0.091429;0.452341;0.452341;17.290927;15;;2.290927;15.27%
-0.65;17.560057;43.786764;58.047753;56.578816;56.1375;86.625;0.003374;0.003374;15;0.06614;0.303657;0.303657;17.560057;15;;2.560057;17.07%
-0.65;17.70184;41.856014;57.547559;56.65067;56.1375;86.625;0.001749;0.001749;15;0.035206;0.157376;0.157376;17.70184;15;;2.70184;18.01%
-0.55;17.705886;39.255641;56.710338;56.540325;55.9625;86.375;0.000235;0.000235;15;0;0.021134;0.021134;17.705886;15;;2.705886;18.04%
-0.55;17.548116;36.294425;56.607802;56.607339;55.9625;86.375;0;0;15;0;0;0;17.548116;15;;2.548116;16.99%
-0.55;17.25433;33.693727;56.607571;56.60757;55.9625;86.375;0;0;15;0;0;0;17.25433;15;;2.25433;15.03%
-0.65;16.853838;31.402778;56.607595;56.607595;56.1375;86.625;0;0;15;0;0;0;16.853838;15;;1.853838;12.36%
-0.55;16.389909;29.367389;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;16.389909;15;;1.389909;9.27%
-0.55;15.876611;27.54468;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;15.876611;15;;0.876611;5.84%
-0.55;15.331082;25.899827;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;15.331082;15;;0.331082;2.21%
-0.55;14.766544;24.404873;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;14.766544;15;;0.233456;1.56%
-0.55;14.193141;23.037308;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;14.193141;15;;0.806859;5.38%
-0.55;13.618603;21.778939;56.607595;56.607595;55.9625;86.375;0;0;15;0;0;0;13.618603;15;;1.381397;9.21%
-0.55;13.065859;21.613121;55.881343;55.251798;55.9625;86.375;0.001361;0.001361;15;0;0.122454;0.122454;13.065859;15;;1.934141;12.89%
-0.55;12.641781;23.69771;55.868678;52.801707;55.9625;86.375;0.003033;0.003033;15;0.19176;0.272926;0.272926;12.641781;15;;2.358219;15.72%
-0.55;12.435136;27.320595;58.007292;53.65392;55.9625;86.375;0.004641;0.004641;15;0.24369;0.417682;0.417682;12.435136;15;;2.564864;17.1%
-0.55;12.48172;31.597598;59.201097;54.372524;55.9625;86.375;0.006013;0.006013;15;0.269109;0.541136;0.541136;12.48172;15;;2.51828;16.79%
-0.55;12.758519;35.621651;59.832589;55.04077;55.9625;86.375;0.007037;0.007037;15;0.264734;0.633292;0.633292;12.758519;15;;2.241481;14.94%
-0.55;13.206082;38.89581;60.035515;55.586023;55.9625;86.375;0.007666;0.007666;15;0.24202;0.68998;0.68998;13.206082;15;;1.793918;11.96%
-0.55;13.755284;41.275202;59.958176;55.962976;55.9625;86.375;0.007903;0.007903;15;0.213017;0.711308;0.711308;13.755284;15;;1.244716;8.3%
-0.55;14.344168;42.819534;59.724342;56.182367;55.9625;86.375;0.007778;0.007778;15;0.184998;0.699986;0.699986;14.344168;15;;0.655832;4.37%
-0.55;14.924624;43.664697;59.419687;56.287768;55.9625;86.375;0.007335;0.007335;15;0.160464;0.660106;0.660106;14.924624;15;;0.075376;0.5%
-0.55;15.462454;43.945356;59.091151;56.327455;55.9625;86.375;0.006627;0.006627;15;0.139057;0.596416;0.596416;15.462454;15;;0.462454;3.08%
-0.55;15.934389;43.759882;58.755333;56.339232;55.9625;86.375;0.005711;0.005711;15;0.119282;0.513993;0.513993;15.934389;15;;0.934389;6.23%
-0.65;16.317921;43.190246;58.638646;56.540658;56.1375;86.625;0.004655;0.004655;15;0.100407;0.418979;0.418979;16.317921;15;;1.317921;8.79%
-0.55;16.616392;42.196301;58.021267;56.354086;55.9625;86.375;0.003504;0.003504;15;0.078461;0.315361;0.315361;16.616392;15;;1.616392;10.78%
-0.55;16.808659;40.762654;57.627812;56.389576;55.9625;86.375;0.002334;0.002334;15;0.054543;0.210048;0.210048;16.808659;15;;1.808659;12.06%
-0.55;16.883083;38.864683;57.16445;56.430662;55.9625;86.375;0.00122;0.00122;15;0.028068;0.109802;0.109802;16.883083;15;;1.883083;12.55%
-0.55;16.827267;36.464128;56.642822;56.468545;55.9625;86.375;0.000245;0.000245;15;0;0.022062;0.022062;16.827267;15;;1.827267;12.18%
-0.55;16.63234;33.780368;56.519023;56.51835;55.9625;86.375;0;0;15;0;0;0;16.63234;15;;1.63234;10.88%
-0.55;16.319534;31.398227;56.518687;56.518686;55.9625;86.375;0;0;15;0;0;0;16.319534;15;;1.319534;8.8%
-0.55;15.920774;29.294639;56.518687;56.518687;55.9625;86.375;0;0;15;0;0;0;15.920774;15;;0.920774;6.14%
-0.5;15.464624;27.421503;56.518687;56.518687;55.875;86.25;0;0;15;0;0;0;15.464624;15;;0.464624;3.1%
-0.55;14.963104;25.74008;56.518687;56.518687;55.9625;86.375;0;0;15;0;0;0;14.963104;15;;0.036896;0.25%
-0.5;14.438849;24.237471;56.513974;56.486916;55.875;86.25;0.000139;0.000139;15;0;0.012534;0.012534;14.438849;15;;0.561151;3.74%
-0.5;13.921814;23.849304;55.710885;55.183883;55.875;86.25;0.001171;0.001171;15;0;0.105414;0.105414;13.921814;15;;1.078186;7.19%
-0.5;13.493691;25.001911;56.372261;53.926884;55.875;86.25;0.002371;0.002371;15;0.146027;0.213362;0.213362;13.493691;15;;1.506309;10.04%
-0.55;13.219479;27.449449;57.854111;54.472865;55.9625;86.375;0.003597;0.003597;15;0.186837;0.323714;0.323714;13.219479;15;;1.780521;11.87%
-0.55;13.141526;30.626731;58.777268;54.829513;55.9625;86.375;0.004704;0.004704;15;0.216891;0.423315;0.423315;13.141526;15;;1.858474;12.39%
-0.5;13.25985;33.866372;59.230981;55.122709;55.875;86.25;0.00558;0.00558;15;0.224397;0.502184;0.502184;13.25985;15;;1.74015;11.6%
-0.55;13.532238;36.736277;59.608147;55.585518;55.9625;86.375;0.006174;0.006174;15;0.216505;0.555701;0.555701;13.532238;15;;1.467762;9.79%
-0.5;13.917994;38.988543;59.502953;55.782772;55.875;86.25;0.006458;0.006458;15;0.197736;0.581211;0.581211;13.917994;15;;1.082006;7.21%
-0.5;14.362027;40.572237;59.372398;55.984269;55.875;86.25;0.006444;0.006444;15;0.176818;0.579951;0.579951;14.362027;15;;0.637973;4.25%
-0.5;14.821015;41.544842;59.146922;56.104675;55.875;86.25;0.006161;0.006161;15;0.156014;0.554461;0.554461;14.821015;15;;0.178985;1.19%
-0.5;15.260911;41.982478;58.87473;56.168467;55.875;86.25;0.005648;0.005648;15;0.136378;0.508286;0.508286;15.260911;15;;0.260911;1.74%
-0.5;15.656224;41.956382;58.577796;56.200626;55.875;86.25;0.004951;0.004951;15;0.117599;0.4456;0.4456;15.656224;15;;0.656224;4.37%
-0.55;15.984855;41.528782;58.376342;56.317304;55.9625;86.375;0.004127;0.004127;15;0.099265;0.371422;0.371422;15.984855;15;;0.984855;6.57%
-0.55;16.236889;40.711831;58.028908;56.330882;55.9625;86.375;0.003226;0.003226;15;0.079814;0.290333;0.290333;16.236889;15;;1.236889;8.25%
-0.5;16.403287;39.49309;57.550411;56.249153;55.875;86.25;0.002303;0.002303;15;0.059092;0.207295;0.207295;16.403287;15;;1.403287;9.36%
-0.5;16.468817;37.878051;57.164165;56.274864;55.875;86.25;0.001428;0.001428;15;0.037166;0.128504;0.128504;16.468817;15;;1.468817;9.79%
-0.4;16.431176;35.871822;56.529519;56.082534;55.7;86;0.000659;0.000659;15;0.016127;0.059292;0.059292;16.431176;15;;1.431176;9.54%
-0.5;16.268739;33.537518;56.377213;56.299531;55.875;86.25;0.000084;0.000084;15;0;0.007552;0.007552;16.268739;15;;1.268739;8.46%
-0.4;15.998771;31.149918;56.329209;56.328988;55.7;86;0;0;15;0;0;0;15.998771;15;;0.998771;6.66%
-0.4;15.636865;29.039014;56.329099;56.329098;55.7;86;0;0;15;0;0;0;15.636865;15;;0.636865;4.25%
-0.4;15.209164;27.164037;56.329098;56.329098;55.7;86;0;0;15;0;0;0;15.209164;15;;0.209164;1.39%
-0.5;14.733362;25.761455;56.135257;55.947014;55.875;86.25;0.000475;0.000475;15;0;0.042727;0.042727;14.733362;15;;0.266638;1.78%
-0.5;14.269173;25.448251;55.774828;54.709513;55.875;86.25;0.00127;0.00127;15;0.069862;0.114264;0.114264;14.269173;15;;0.730827;4.87%
-0.5;13.879786;26.314024;56.958497;54.784574;55.875;86.25;0.002221;0.002221;15;0.120949;0.19991;0.19991;13.879786;15;;1.120214;7.47%
-0.5;13.619288;28.211209;57.833195;54.907467;55.875;86.25;0.003212;0.003212;15;0.16009;0.289098;0.289098;13.619288;15;;1.380712;9.2%
-0.5;13.518074;30.725136;58.525187;55.08042;55.875;86.25;0.004127;0.004127;15;0.18714;0.371465;0.371465;13.518074;15;;1.481926;9.88%
-0.5;13.577147;33.391227;58.983095;55.311803;55.875;86.25;0.004876;0.004876;15;0.198114;0.438804;0.438804;13.577147;15;;1.422853;9.49%
-0.5;13.773508;35.838412;59.213912;55.559094;55.875;86.25;0.005399;0.005399;15;0.195326;0.485897;0.485897;13.773508;15;;1.226492;8.18%
-0.5;14.070501;37.84641;59.25755;55.777685;55.875;86.25;0.005671;0.005671;15;0.18361;0.510429;0.510429;14.070501;15;;0.929499;6.2%
-0.5;14.427772;39.329165;59.165876;55.943245;55.875;86.25;0.005693;0.005693;15;0.167544;0.512412;0.512412;14.427772;15;;0.572228;3.81%
-0.5;14.807964;40.287399;58.986601;56.053737;55.875;86.25;0.005484;0.005484;15;0.150111;0.493525;0.493525;14.807964;15;;0.192036;1.28%
-0.5;15.179822;40.762192;58.754856;56.120706;55.875;86.25;0.005073;0.005073;15;0.132656;0.456554;0.456554;15.179822;15;;0.179822;1.2%
-0.5;15.518688;40.802635;58.491491;56.159693;55.875;86.25;0.0045;0.0045;15;0.115413;0.405026;0.405026;15.518688;15;;0.518688;3.46%
-0.4;15.812046;40.423531;57.978436;55.988736;55.7;86;0.003802;0.003802;15;0.097396;0.342164;0.342164;15.812046;15;;0.812046;5.41%
-0.5;16.029452;39.691783;57.917145;56.214345;55.875;86.25;0.003045;0.003045;15;0.079857;0.274085;0.274085;16.029452;15;;1.029452;6.86%
-0.5;16.168705;38.618392;57.572639;56.222994;55.875;86.25;0.002276;0.002276;15;0.06176;0.204863;0.204863;16.168705;15;;1.168705;7.79%
-0.5;16.220209;37.202877;57.225012;56.231748;55.875;86.25;0.001551;0.001551;15;0.043241;0.139612;0.139612;16.220209;15;;1.220209;8.13%
-0.5;16.176668;35.478253;56.871407;56.228021;55.875;86.25;0.000929;0.000929;15;0.025794;0.083642;0.083642;16.176668;15;;1.176668;7.84%
-0.5;16.034575;33.517458;56.540394;56.198681;55.875;86.25;0.000468;0.000468;15;0.011673;0.042164;0.042164;16.034575;15;;1.034575;6.9%
-0.4;15.80365;31.453497;56.04226;55.934195;55.7;86;0.00021;0.00021;15;0.002215;0.018918;0.018918;15.80365;15;;0.80365;5.36%
-0.4;15.488028;29.501084;55.948465;55.812858;55.7;86;0.000199;0.000199;15;0.005925;0.017881;0.017881;15.488028;15;;0.488028;3.25%
-0.4;15.112629;27.944344;56.013046;55.655782;55.7;86;0.000447;0.000447;15;0.019678;0.040227;0.040227;15.112629;15;;0.112629;0.75%
-0.5;14.708847;27.081988;56.508543;55.666485;55.875;86.25;0.000945;0.000945;15;0.045382;0.08508;0.08508;14.708847;15;;0.291153;1.94%
-0.5;14.332892;27.116851;56.960741;55.461605;55.875;86.25;0.001632;0.001632;15;0.081636;0.14685;0.14685;14.332892;15;;0.667108;4.45%
-0.5;14.032856;28.059751;57.529511;55.334744;55.875;86.25;0.002423;0.002423;15;0.118525;0.218111;0.218111;14.032856;15;;0.967144;6.45%
-0.5;13.845624;29.725175;58.0867;55.305926;55.875;86.25;0.003227;0.003227;15;0.149571;0.290389;0.290389;13.845624;15;;1.154376;7.7%
-0.5;13.958662;37.257374;60.935214;53.935857;55.875;86.25;0.011111;0.011111;20;0.407811;1;1;13.958662;20;;6.041338;30.21%
-0.5;14.402122;42.085457;60.908637;55.561405;55.875;86.25;0.011111;0.011111;20;0.295459;1;1;14.402122;20;;5.597878;27.99%
-0.4;15.004156;44.839099;60.259165;55.996898;55.7;86;0.011111;0.011111;20;0.228819;1;1;15.004156;20;;4.995844;24.98%
-0.5;15.639615;46.400577;60.068021;56.335224;55.875;86.25;0.011111;0.011111;20;0.195852;1;1;15.639615;20;;4.360385;21.8%
-0.4;16.267171;47.218252;59.433626;56.136935;55.7;86;0.011111;0.011111;20;0.17182;1;1;16.267171;20;;3.732829;18.66%
-0.3;16.853843;47.575492;58.915812;55.863147;55.525;85.75;0.011111;0.011111;20;0.158935;1;1;16.853843;20;;3.146157;15.73%
-0.3;17.379906;47.742594;58.734327;55.766061;55.525;85.75;0.011111;0.011111;20;0.154308;1;1;17.379906;20;;2.620094;13.1%
-0.4;17.840785;47.891972;58.846033;55.875407;55.7;86;0.011111;0.011111;20;0.153898;1;1;17.840785;20;;2.159215;10.8%
-0.4;18.251376;48.011197;58.735996;55.830211;55.7;86;0.011111;0.011111;20;0.150771;1;1;18.251376;20;;1.748624;8.74%
-0.3;18.621538;48.042631;58.420027;55.613116;55.525;85.75;0.011111;0.011111;20;0.146224;1;1;18.621538;20;;1.378462;6.89%
-0.25;18.948596;48.031099;58.265132;55.491614;55.4375;85.625;0.011111;0.011111;20;0.144519;1;1;18.948596;20;;1.051404;5.26%
-0.25;19.233964;48.035927;58.244717;55.472448;55.4375;85.625;0.011111;0.011111;20;0.144289;1;1;19.233964;20;;0.766036;3.83%
-0.25;19.484218;48.061138;58.225221;55.463568;55.4375;85.625;0.011111;0.011111;20;0.143678;1;1;19.484218;20;;0.515782;2.58%
-0.15;19.710515;48.045135;57.96647;55.277135;55.2625;85.375;0.011111;0.011111;20;0.140476;1;1;19.710515;20;;0.289485;1.45%
-0.15;19.906934;48.032429;57.970937;55.269718;55.2625;85.375;0.011111;0.011111;20;0.140758;1;1;19.906934;20;;0.093066;0.47%
-0.15;20.078635;48.044557;57.966394;55.269038;55.2625;85.375;0.011111;0.011111;20;0.140495;1;1;20.078635;20;;0.078635;0.39%
-0.15;20.229689;48.067518;57.959753;55.270257;55.2625;85.375;0.011111;0.011111;20;0.140019;1;1;20.229689;20;;0.229689;1.15%
-0.15;20.363084;48.094069;57.951573;55.271597;55.2625;85.375;0.011111;0.011111;20;0.139462;1;1;20.363084;20;;0.363084;1.82%
-0.1;20.484096;48.09532;57.822076;55.181288;55.175;85.25;0.011111;0.011111;20;0.137687;1;1;20.484096;20;;0.484096;2.42%
-0.1;20.589599;48.09507;57.823511;55.178945;55.175;85.25;0.011111;0.011111;20;0.137704;1;1;20.589599;20;;0.589599;2.95%
-0.1;20.682101;48.105165;57.820254;55.179118;55.175;85.25;0.011111;0.011111;20;0.137489;1;1;20.682101;20;;0.682101;3.41%
0;20.769556;48.069022;57.574783;54.997565;55;85;0.011111;0.011111;20;0.134761;1;1;20.769556;20;;0.769556;3.85%
0.1;20.849404;47.984054;57.349712;54.810766;54.825;84.75;0.011111;0.011111;20;0.133095;1;1;20.849404;20;;0.849404;4.25%
0.15;20.917657;47.899395;57.256039;54.715605;54.7375;84.625;0.011111;0.011111;20;0.133185;1;1;20.917657;20;;0.917657;4.59%
0.15;20.973483;47.852539;57.280302;54.716364;54.7375;84.625;0.011111;0.011111;20;0.134239;1;1;20.973483;20;;0.973483;4.87%
0.15;21.020626;47.836921;57.294008;54.721749;54.7375;84.625;0.011111;0.011111;20;0.134629;1;1;21.020626;20;;1.020626;5.1%
0.15;21.061423;47.836293;57.301914;54.727485;54.7375;84.625;0.011111;0.011111;20;0.134697;1;1;21.061423;20;;1.061423;5.31%
0.25;21.10318;47.791868;57.064451;54.549996;54.5625;84.375;0.011111;0.011111;20;0.132152;1;1;21.10318;20;;1.10318;5.52%
0.3;21.139702;47.724784;56.965955;54.45686;54.475;84.25;0.011111;0.011111;20;0.131886;1;1;21.139702;20;;1.139702;5.7%
0.3;21.16841;47.683532;56.986951;54.457069;54.475;84.25;0.011111;0.011111;20;0.132816;1;1;21.16841;20;;1.16841;5.84%
0.3;21.191984;47.667567;56.999001;54.461207;54.475;84.25;0.011111;0.011111;20;0.1332;1;1;21.191984;20;;1.191984;5.96%
0.4;21.218017;47.613775;56.765228;54.283716;54.3;84;0.011111;0.011111;20;0.130843;1;1;21.218017;20;;1.218017;6.09%
0.4;21.237413;47.565754;56.790267;54.28198;54.3;84;0.011111;0.011111;20;0.131956;1;1;21.237413;20;;1.237413;6.19%
0.5;21.258479;47.495196;56.561942;54.103516;54.125;83.75;0.011111;0.011111;20;0.129936;1;1;21.258479;20;;1.258479;6.29%
0.5;21.272848;47.438453;56.591282;54.102263;54.125;83.75;0.011111;0.011111;20;0.131253;1;1;21.272848;20;;1.272848;6.36%
0.5;21.283233;47.41364;56.607298;54.106805;54.125;83.75;0.011111;0.011111;20;0.131829;1;1;21.283233;20;;1.283233;6.42%
0.5;21.291422;47.404673;56.617862;54.112111;54.125;83.75;0.011111;0.011111;20;0.132075;1;1;21.291422;20;;1.291422;6.46%
0.5;21.298314;47.403134;56.624298;54.116643;54.125;83.75;0.011111;0.011111;20;0.132148;1;1;21.298314;20;;1.298314;6.49%
0.5;21.304351;47.404648;56.627937;54.119984;54.125;83.75;0.011111;0.011111;20;0.132143;1;1;21.304351;20;;1.304351;6.52%
0.55;21.311896;47.329023;56.48119;54.07475;54.0375;83.625;0.010561;0.010561;20;0.125769;0.950475;0.950475;21.311896;20;;1.311896;6.56%
0.55;21.30987;47.115611;56.41629;54.10278;54.0375;83.625;0.009834;0.009834;20;0.120285;0.885082;0.885082;21.30987;20;;1.30987;6.55%
0.55;21.293583;46.818508;56.347626;54.110315;54.0375;83.625;0.009128;0.009128;20;0.11603;0.821559;0.821559;21.293583;20;;1.293583;6.47%
0.55;21.260879;46.461866;56.282038;54.110109;54.0375;83.625;0.008454;0.008454;20;0.112396;0.760898;0.760898;21.260879;20;;1.260879;6.3%
0.65;21.217123;46.020922;55.984111;53.919977;53.8625;83.375;0.007814;0.007814;20;0.107323;0.703238;0.703238;21.217123;20;;1.217123;6.09%
0.65;21.15268;45.545093;55.947332;53.915702;53.8625;83.375;0.007226;0.007226;20;0.105051;0.650356;0.650356;21.15268;20;;1.15268;5.76%
0.7;21.072695;45.047489;55.786203;53.817907;53.775;83.25;0.006696;0.006696;20;0.102023;0.602641;0.602641;21.072695;20;;1.072695;5.36%
0.7;20.974566;44.546149;55.755779;53.814933;53.775;83.25;0.006236;0.006236;20;0.100273;0.561203;0.561203;20.974566;20;;0.974566;4.87%
0.8;20.867394;44.026079;55.492893;53.61882;53.6;83;0.005842;0.005842;20;0.097615;0.525801;0.525801;20.867394;20;;0.867394;4.34%
0.9;20.751029;43.491624;55.258581;53.42409;53.425;82.75;0.005521;0.005521;20;0.095898;0.496909;0.496909;20.751029;20;;0.751029;3.76%
01.maj;20.629802;42.954011;54.925923;53.133926;53.1625;82.375;0.005272;0.005272;20;0.094505;0.474444;0.474444;20.629802;20;;0.629802;3.15%
sty.15;20.501336;42.44612;54.735341;52.943417;52.9875;82.125;0.0051;0.0051;20;0.094647;0.458957;0.458957;20.501336;20;;0.501336;2.51%
01.lut;20.365952;42.00903;54.668558;52.848253;52.9;82;0.005009;0.005009;20;0.096195;0.45078;0.45078;20.365952;20;;0.365952;1.83%
01.mar;20.23232;41.644535;54.491782;52.653515;52.725;81.75;0.004991;0.004991;20;0.097969;0.44917;0.44917;20.23232;20;;0.23232;1.16%
01.mar;20.097756;41.381991;54.565366;52.65383;52.725;81.75;0.005049;0.005049;20;0.101541;0.454385;0.454385;20.097756;20;;0.097756;0.49%
sty.35;19.972064;41.222345;54.517037;52.553684;52.6375;81.625;0.005169;0.005169;20;0.105027;0.465238;0.465238;19.972064;20;;0.027936;0.14%
sty.35;19.856186;41.167342;54.597598;52.552624;52.6375;81.625;0.005346;0.005346;20;0.109381;0.481171;0.481171;19.856186;20;;0.143814;0.72%
sty.45;19.761256;41.184444;54.442022;52.361204;52.4625;81.375;0.005559;0.005559;20;0.112382;0.500284;0.500284;19.761256;20;;0.238744;1.19%
sty.55;19.687626;41.247142;54.30248;52.178546;52.2875;81.125;0.005794;0.005794;20;0.115162;0.52148;0.52148;19.687626;20;;0.312374;1.56%
01.cze;19.63177;41.36297;54.278357;52.096943;52.2;81;0.006046;0.006046;20;0.118277;0.54414;0.54414;19.63177;20;;0.36823;1.84%
01.lip;19.597532;41.5073;54.124821;51.923145;52.025;80.75;0.006299;0.006299;20;0.11998;0.566885;0.566885;19.597532;20;;0.402468;2.01%
sty.75;19.579761;41.673273;54.087731;51.847268;51.9375;80.625;0.006548;0.006548;20;0.122017;0.589281;0.589281;19.579761;20;;0.420239;2.1%
