T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2;;Uchyb;B³¹d wzglêdny uchybu
-2.65;15.000966;37.233399;61.891014;59.696882;59.6375;91.625;0.002911;0.002911;15;0.104101;0.261972;0.261972;15.000966;15;;0.000966;0.01%
-2.65;15.012784;37.308157;61.847988;59.67627;59.6375;91.625;0.002894;0.002894;15;0.103764;0.260458;0.260458;15.012784;15;;0.012784;0.09%
-2.7;15.022822;37.352647;61.931295;59.768976;59.725;91.75;0.002873;0.002873;15;0.102712;0.25857;0.25857;15.022822;15;;0.022822;0.15%
-2.7;15.033256;37.365628;61.896725;59.757609;59.725;91.75;0.002846;0.002846;15;0.101962;0.256122;0.256122;15.033256;15;;0.033256;0.22%
-2.8;15.035557;37.367127;62.092928;59.951578;59.9;92;0.002824;0.002824;15;0.100991;0.254171;0.254171;15.035557;15;;0.035557;0.24%
-2.8;15.037349;37.352915;62.054153;59.931918;59.9;92;0.002802;0.002802;15;0.100913;0.252165;0.252165;15.037349;15;;0.037349;0.25%
-2.7;15.044087;37.29788;61.812311;59.725508;59.725;91.75;0.002772;0.002772;15;0.100222;0.249437;0.249437;15.044087;15;;0.044087;0.29%
-2.7;15.046019;37.219909;61.812332;59.735783;59.725;91.75;0.002744;0.002744;15;0.098874;0.246971;0.246971;15.046019;15;;0.046019;0.31%
-2.7;15.043165;37.137008;61.801326;59.734912;59.725;91.75;0.002722;0.002722;15;0.098433;0.245008;0.245008;15.043165;15;;0.043165;0.29%
-2.7;15.036031;37.055738;61.794385;59.732186;59.725;91.75;0.002708;0.002708;15;0.098271;0.243725;0.243725;15.036031;15;;0.036031;0.24%
-2.8;15.018865;37.003841;62.013152;59.926738;59.9;92;0.002712;0.002712;15;0.098476;0.244067;0.244067;15.018865;15;;0.018865;0.13%
-2.8;15.001852;36.97828;62.000522;59.905239;59.9;92;0.002725;0.002725;15;0.099872;0.245253;0.245253;15.001852;15;;0.001852;0.01%
-2.85;14.982821;36.983569;62.119086;59.995298;59.9875;92.125;0.002751;0.002751;15;0.100812;0.247552;0.247552;14.982821;15;;0.017179;0.11%
-2.85;14.967399;37.017607;62.124057;59.980577;59.9875;92.125;0.002782;0.002782;15;0.102297;0.250355;0.250355;14.967399;15;;0.032601;0.22%
-2.95;14.949898;37.094919;62.361096;60.173075;60.1625;92.375;0.002824;0.002824;15;0.103481;0.254202;0.254202;14.949898;15;;0.050102;0.33%
-2.95;14.939994;37.201623;62.362367;60.15428;60.1625;92.375;0.002866;0.002866;15;0.105363;0.257977;0.257977;14.939994;15;;0.060006;0.4%
-2.95;14.937683;37.319663;62.377398;60.150613;60.1625;92.375;0.002903;0.002903;15;0.106256;0.261297;0.261297;14.937683;15;;0.062317;0.42%
-2.95;14.942421;37.44068;62.389306;60.151392;60.1625;92.375;0.002932;0.002932;15;0.106769;0.263848;0.263848;14.942421;15;;0.057579;0.38%
-2.95;14.9532;37.554771;62.396233;60.155284;60.1625;92.375;0.002949;0.002949;15;0.106847;0.265402;0.265402;14.9532;15;;0.0468;0.31%
-2.85;14.975161;37.630782;62.174637;59.962783;59.9875;92.125;0.002944;0.002944;15;0.106371;0.265003;0.265003;14.975161;15;;0.024839;0.17%
-2.85;14.997458;37.671833;62.18413;59.985138;59.9875;92.125;0.002927;0.002927;15;0.104771;0.263455;0.263455;14.997458;15;;0.002542;0.02%
-2.85;15.018445;37.684088;62.172027;59.995542;59.9875;92.125;0.002899;0.002899;15;0.103573;0.26095;0.26095;15.018445;15;;0.018445;0.12%
-2.8;15.03985;37.654005;62.04336;59.903693;59.9;92;0.002859;0.002859;15;0.102187;0.257333;0.257333;15.03985;15;;0.03985;0.27%
-2.8;15.055736;37.588256;62.02995;59.916151;59.9;92;0.002815;0.002815;15;0.100412;0.253329;0.253329;15.055736;15;;0.055736;0.37%
-2.85;15.061875;37.50732;62.118547;60.019238;59.9875;92.125;0.002775;0.002775;15;0.099148;0.249752;0.249752;15.061875;15;;0.061875;0.41%
-2.85;15.062358;37.412973;62.089872;60.011219;59.9875;92.125;0.00274;0.00274;15;0.098572;0.246574;0.246574;15.062358;15;;0.062358;0.42%
-2.85;15.057164;37.309213;62.072651;60.006233;59.9875;92.125;0.002712;0.002712;15;0.098005;0.244083;0.244083;15.057164;15;;0.057164;0.38%
-2.85;15.046789;37.206723;62.061478;60.000051;59.9875;92.125;0.002694;0.002694;15;0.097837;0.242502;0.242502;15.046789;15;;0.046789;0.31%
-2.8;15.035551;37.105372;61.946833;59.893715;59.9;92;0.002684;0.002684;15;0.098053;0.241548;0.241548;15.035551;15;;0.035551;0.24%
-2.85;15.017045;37.02893;62.06827;59.994363;59.9875;92.125;0.00269;0.00269;15;0.098205;0.242076;0.242076;15.017045;15;;0.017045;0.11%
-2.85;14.997577;36.984855;62.070499;59.981349;59.9875;92.125;0.002707;0.002707;15;0.099509;0.243657;0.243657;14.997577;15;;0.002423;0.02%
-2.8;14.982265;36.961555;61.975271;59.87507;59.9;92;0.00273;0.00273;15;0.100662;0.245694;0.245694;14.982265;15;;0.017735;0.12%
-2.8;14.968268;36.965211;62.002591;59.878361;59.9;92;0.002759;0.002759;15;0.101483;0.248339;0.248339;14.968268;15;;0.031732;0.21%
-2.85;14.95384;37.009538;62.135132;59.976943;59.9875;92.125;0.002797;0.002797;15;0.102689;0.251749;0.251749;14.95384;15;;0.04616;0.31%
-2.85;14.944715;37.08443;62.149031;59.969249;59.9875;92.125;0.002836;0.002836;15;0.104207;0.255221;0.255221;14.944715;15;;0.055285;0.37%
-2.8;14.944782;37.166587;62.057412;59.869953;59.9;92;0.002867;0.002867;15;0.105095;0.257997;0.257997;14.944782;15;;0.055218;0.37%
-2.8;14.949517;37.252613;62.080823;59.880541;59.9;92;0.002891;0.002891;15;0.105261;0.260185;0.260185;14.949517;15;;0.050483;0.34%
-2.8;14.958531;37.338667;62.091492;59.887146;59.9;92;0.002907;0.002907;15;0.105409;0.261598;0.261598;14.958531;15;;0.041469;0.28%
-2.8;14.971011;37.415474;62.095825;59.893919;59.9;92;0.002912;0.002912;15;0.105205;0.262124;0.262124;14.971011;15;;0.028989;0.19%
-2.8;14.985776;37.475556;62.09373;59.900459;59.9;92;0.002908;0.002908;15;0.10469;0.261734;0.261734;14.985776;15;;0.014224;0.09%
-2.8;15.001432;37.513438;62.085874;59.906394;59.9;92;0.002894;0.002894;15;0.103922;0.260489;0.260489;15.001432;15;;0.001432;0.01%
-2.8;15.016519;37.525986;62.073303;59.911342;59.9;92;0.002873;0.002873;15;0.102979;0.258526;0.258526;15.016519;15;;0.016519;0.11%
-2.85;15.026368;37.523145;62.168239;60.014153;59.9875;92.125;0.00285;0.00285;15;0.102002;0.256463;0.256463;15.026368;15;;0.026368;0.18%
-2.85;15.034346;37.50136;62.142792;60.00813;59.9875;92.125;0.002824;0.002824;15;0.101437;0.254138;0.254138;15.034346;15;;0.034346;0.23%
-2.8;15.042766;37.44845;62.014218;59.907107;59.9;92;0.002793;0.002793;15;0.100583;0.25135;0.25135;15.042766;15;;0.042766;0.29%
-2.8;15.046456;37.375301;62.006143;59.913005;59.9;92;0.002764;0.002764;15;0.099465;0.24873;0.24873;15.046456;15;;0.046456;0.31%
-2.85;15.042014;37.304159;62.103976;60.01148;59.9875;92.125;0.002744;0.002744;15;0.098941;0.246948;0.246948;15.042014;15;;0.042014;0.28%
-2.85;15.034302;37.236902;62.08708;60.000478;59.9875;92.125;0.002731;0.002731;15;0.099134;0.245799;0.245799;15.034302;15;;0.034302;0.23%
-2.85;15.023921;37.175545;62.082509;59.994193;59.9875;92.125;0.002726;0.002726;15;0.099272;0.245372;0.245372;15.023921;15;;0.023921;0.16%
-2.85;15.011747;37.127008;62.083355;59.988242;59.9875;92.125;0.00273;0.00273;15;0.099684;0.245692;0.245692;15.011747;15;;0.011747;0.08%
-2.95;14.992291;37.117038;62.310512;60.181509;60.1625;92.375;0.002751;0.002751;15;0.100372;0.247546;0.247546;14.992291;15;;0.007709;0.05%
-2.95;14.97581;37.138933;62.305574;60.160401;60.1625;92.375;0.002778;0.002778;15;0.102113;0.250006;0.250006;14.97581;15;;0.02419;0.16%
-2.95;14.963252;37.182342;62.318985;60.152858;60.1625;92.375;0.002809;0.002809;15;0.10318;0.252803;0.252803;14.963252;15;;0.036748;0.24%
-2.95;14.955299;37.245358;62.334282;60.148972;60.1625;92.375;0.002841;0.002841;15;0.104162;0.255655;0.255655;14.955299;15;;0.044701;0.3%
-2.95;14.952329;37.322771;62.349345;60.148213;60.1625;92.375;0.00287;0.00287;15;0.104944;0.258282;0.258282;14.952329;15;;0.047671;0.32%
-2.85;14.960902;37.386196;62.140035;59.951561;59.9875;92.125;0.002884;0.002884;15;0.105348;0.259604;0.259604;14.960902;15;;0.039098;0.26%
-2.85;14.971485;37.438373;62.164099;59.971252;59.9875;92.125;0.002892;0.002892;15;0.104645;0.260243;0.260243;14.971485;15;;0.028515;0.19%
-2.85;14.983492;37.483298;62.167828;59.9801;59.9875;92.125;0.002891;0.002891;15;0.104342;0.260172;0.260172;14.983492;15;;0.016508;0.11%
-2.85;14.996131;37.514396;62.165818;59.987276;59.9875;92.125;0.002882;0.002882;15;0.103808;0.259419;0.259419;14.996131;15;;0.003869;0.03%
-2.8;15.011714;37.517233;62.047872;59.893647;59.9;92;0.002863;0.002863;15;0.103065;0.257656;0.257656;15.011714;15;;0.011714;0.08%
-2.8;15.024697;37.495506;62.045096;59.905787;59.9;92;0.002838;0.002838;15;0.101838;0.255435;0.255435;15.024697;15;;0.024697;0.16%
-2.8;15.034289;37.455396;62.032418;59.910492;59.9;92;0.002811;0.002811;15;0.100947;0.252985;0.252985;15.034289;15;;0.034289;0.23%
-2.8;15.039942;37.399268;62.018782;59.912626;59.9;92;0.002784;0.002784;15;0.100146;0.250547;0.250547;15.039942;15;;0.039942;0.27%
-2.8;15.041379;37.331743;62.005867;59.912545;59.9;92;0.002759;0.002759;15;0.099517;0.248353;0.248353;15.041379;15;;0.041379;0.28%
-2.7;15.045248;37.238149;61.773815;59.711957;59.725;91.75;0.002731;0.002731;15;0.099052;0.245775;0.245775;15.045248;15;;0.045248;0.3%
-2.8;15.036304;37.155475;62.003665;59.924021;59.9;92;0.002718;0.002718;15;0.098034;0.244615;0.244615;15.036304;15;;0.036304;0.24%
-2.8;15.024534;37.09153;61.985583;59.907679;59.9;92;0.002714;0.002714;15;0.098906;0.244262;0.244262;15.024534;15;;0.024534;0.16%
-2.8;15.011024;37.041509;61.987296;59.900924;59.9;92;0.002719;0.002719;15;0.099371;0.244719;0.244719;15.011024;15;;0.011024;0.07%
-2.8;14.996961;37.011297;61.994077;59.894863;59.9;92;0.002733;0.002733;15;0.100087;0.245926;0.245926;14.996961;15;;0.003039;0.02%
-2.7;14.990216;36.983243;61.783915;59.691328;59.725;91.75;0.002744;0.002744;15;0.100888;0.246918;0.246918;14.990216;15;;0.009784;0.07%
-2.7;14.982933;36.967542;61.813835;59.704517;59.725;91.75;0.002759;0.002759;15;0.100884;0.248317;0.248317;14.982933;15;;0.017067;0.11%
-2.7;14.97633;36.973506;61.829547;59.707055;59.725;91.75;0.002778;0.002778;15;0.101584;0.250001;0.250001;14.97633;15;;0.02367;0.16%
-2.7;14.971428;36.99748;61.844609;59.708974;59.725;91.75;0.002798;0.002798;15;0.10224;0.251806;0.251806;14.971428;15;;0.028572;0.19%
-2.7;14.968914;37.035442;61.858018;59.710852;59.725;91.75;0.002817;0.002817;15;0.102808;0.25356;0.25356;14.968914;15;;0.031086;0.21%
-2.7;14.969135;37.08256;61.869206;59.713126;59.725;91.75;0.002834;0.002834;15;0.103233;0.255098;0.255098;14.969135;15;;0.030865;0.21%
-2.7;14.972108;37.133554;61.877553;59.715925;59.725;91.75;0.002848;0.002848;15;0.103479;0.256281;0.256281;14.972108;15;;0.027892;0.19%
-2.7;14.977551;37.183115;61.882583;59.71918;59.725;91.75;0.002856;0.002856;15;0.103527;0.257004;0.257004;14.977551;15;;0.022449;0.15%
-2.7;14.984929;37.226359;61.884063;59.722692;59.725;91.75;0.002858;0.002858;15;0.10338;0.257211;0.257211;14.984929;15;;0.015071;0.1%
-2.7;14.993521;37.259224;61.882045;59.726199;59.725;91.75;0.002854;0.002854;15;0.103056;0.256894;0.256894;14.993521;15;;0.006479;0.04%
-2.7;15.002501;37.278791;61.876868;59.729421;59.725;91.75;0.002846;0.002846;15;0.102592;0.256095;0.256095;15.002501;15;;0.002501;0.02%
-2.7;15.011023;37.283491;61.869131;59.732097;59.725;91.75;0.002832;0.002832;15;0.102033;0.254901;0.254901;15.011023;15;;0.011023;0.07%
-2.7;15.018299;37.273192;61.859636;59.734016;59.725;91.75;0.002816;0.002816;15;0.101435;0.253434;0.253434;15.018299;15;;0.018299;0.12%
-2.7;15.023675;37.249163;61.849317;59.735032;59.725;91.75;0.002798;0.002798;15;0.100854;0.251838;0.251838;15.023675;15;;0.023675;0.16%
-2.65;15.029982;37.203515;61.728316;59.635801;59.6375;91.625;0.002776;0.002776;15;0.100298;0.249851;0.249851;15.029982;15;;0.029982;0.2%
-2.65;15.032448;37.1448;61.727113;59.643099;59.6375;91.625;0.002756;0.002756;15;0.099446;0.248028;0.248028;15.032448;15;;0.032448;0.22%
-2.65;15.031196;37.082767;61.71998;59.643561;59.6375;91.625;0.002739;0.002739;15;0.099098;0.246547;0.246547;15.031196;15;;0.031196;0.21%
-2.65;15.026631;37.021925;61.715167;59.642226;59.6375;91.625;0.002728;0.002728;15;0.098956;0.245545;0.245545;15.026631;15;;0.026631;0.18%
-2.65;15.019383;36.967329;61.713359;59.63964;59.6375;91.625;0.002723;0.002723;15;0.099039;0.24511;0.24511;15.019383;15;;0.019383;0.13%
-2.65;15.010279;36.923641;61.715063;59.636388;59.6375;91.625;0.002725;0.002725;15;0.099337;0.245273;0.245273;15.010279;15;;0.010279;0.07%
-2.65;15.000278;36.894587;61.720277;59.632989;59.6375;91.625;0.002733;0.002733;15;0.099818;0.246008;0.246008;15.000278;15;;0.000278;0,00%
-2.65;14.99039;36.882527;61.728572;59.629896;59.6375;91.625;0.002747;0.002747;15;0.100432;0.247233;0.247233;14.99039;15;;0.00961;0.06%
-2.65;14.981583;36.888186;61.739163;59.627483;59.6375;91.625;0.002765;0.002765;15;0.101117;0.24882;0.24882;14.981583;15;;0.018417;0.12%
-2.65;14.974694;36.910576;61.751019;59.626023;59.6375;91.625;0.002785;0.002785;15;0.101805;0.250612;0.250612;14.974694;15;;0.025306;0.17%
-2.65;14.970354;36.947114;61.762986;59.625668;59.6375;91.625;0.002805;0.002805;15;0.102428;0.252431;0.252431;14.970354;15;;0.029646;0.2%
-2.65;14.968927;36.993909;61.773917;59.626444;59.6375;91.625;0.002823;0.002823;15;0.102927;0.254104;0.254104;14.968927;15;;0.031073;0.21%
-2.65;14.970488;37.046191;61.782799;59.628252;59.6375;91.625;0.002839;0.002839;15;0.103257;0.255475;0.255475;14.970488;15;;0.029512;0.2%
-2.65;14.974819;37.098803;61.788846;59.630891;59.6375;91.625;0.002849;0.002849;15;0.103393;0.256419;0.256419;14.974819;15;;0.025181;0.17%
-2.65;14.981445;37.146723;61.791568;59.634081;59.6375;91.625;0.002854;0.002854;15;0.103326;0.256858;0.256858;14.981445;15;;0.018555;0.12%
-2.7;14.986391;37.196133;61.901732;59.736642;59.725;91.75;0.002858;0.002858;15;0.103129;0.257178;0.257178;14.986391;15;;0.013609;0.09%
-2.7;14.993384;37.23839;61.88987;59.731901;59.725;91.75;0.002855;0.002855;15;0.103159;0.256991;0.256991;14.993384;15;;0.006616;0.04%
-2.8;14.994858;37.28681;62.104653;59.930929;59.9;92;0.002857;0.002857;15;0.102836;0.257149;0.257149;14.994858;15;;0.005142;0.03%
-2.8;14.9989;37.330125;62.080343;59.915963;59.9;92;0.002855;0.002855;15;0.103203;0.256909;0.256909;14.9989;15;;0.0011;0.01%
-2.85;15.001088;37.367511;62.18108;60.011949;59.9875;92.125;0.002852;0.002852;15;0.102867;0.256699;0.256699;15.001088;15;;0.001088;0.01%
-2.85;15.004897;37.394852;62.163076;60.002372;59.9875;92.125;0.002846;0.002846;15;0.102868;0.256173;0.256173;15.004897;15;;0.004897;0.03%
-2.85;15.009326;37.407416;62.15291;59.999613;59.9875;92.125;0.002838;0.002838;15;0.102478;0.255375;0.255375;15.009326;15;;0.009326;0.06%
-2.85;15.013517;37.406845;62.143211;59.9981;59.9875;92.125;0.002826;0.002826;15;0.102065;0.254383;0.254383;15.013517;15;;0.013517;0.09%
-2.85;15.01681;37.394876;62.134133;59.99712;59.9875;92.125;0.002814;0.002814;15;0.101659;0.25329;0.25329;15.01681;15;;0.01681;0.11%
-2.85;15.018742;37.373774;62.125848;59.996166;59.9875;92.125;0.002802;0.002802;15;0.101296;0.252202;0.252202;15.018742;15;;0.018742;0.12%
-2.85;15.019048;37.346287;62.118723;59.994973;59.9875;92.125;0.002791;0.002791;15;0.101011;0.25122;0.25122;15.019048;15;;0.019048;0.13%
-2.85;15.017664;37.315507;62.113162;59.993439;59.9875;92.125;0.002783;0.002783;15;0.100828;0.250433;0.250433;15.017664;15;;0.017664;0.12%
-2.85;15.01471;37.284653;62.109515;59.99158;59.9875;92.125;0.002777;0.002777;15;0.100762;0.249914;0.249914;15.01471;15;;0.01471;0.1%
-2.85;15.010469;37.256816;62.108001;59.989496;59.9875;92.125;0.002774;0.002774;15;0.100818;0.249704;0.249704;15.010469;15;;0.010469;0.07%
-2.85;15.005355;37.234697;62.108671;59.987339;59.9875;92.125;0.002776;0.002776;15;0.100988;0.249817;0.249817;15.005355;15;;0.005355;0.04%
-2.8;15.003154;37.20994;62.000618;59.885997;59.9;92;0.002776;0.002776;15;0.101215;0.249819;0.249819;15.003154;15;;0.003154;0.02%
-2.8;14.999853;37.188783;62.012765;59.892502;59.9;92;0.002779;0.002779;15;0.101081;0.25007;0.25007;14.999853;15;;0.000147;0,00%
-2.85;14.992767;37.187627;62.129083;59.992599;59.9875;92.125;0.002789;0.002789;15;0.101384;0.250968;0.250968;14.992767;15;;0.007233;0.05%
-2.8;14.99031;37.190554;62.01664;59.885364;59.9;92;0.002796;0.002796;15;0.102106;0.251638;0.251638;14.99031;15;;0.00969;0.06%
-2.8;14.988322;37.196319;62.030541;59.891521;59.9;92;0.002804;0.002804;15;0.102052;0.252374;0.252374;14.988322;15;;0.011678;0.08%
-2.8;14.987127;37.20924;62.036746;59.892846;59.9;92;0.002812;0.002812;15;0.102309;0.253111;0.253111;14.987127;15;;0.012873;0.09%
-2.8;14.986956;37.226953;62.042156;59.894143;59.9;92;0.00282;0.00282;15;0.102504;0.25378;0.25378;14.986956;15;;0.013044;0.09%
-2.8;14.987885;37.247227;62.046288;59.895471;59.9;92;0.002826;0.002826;15;0.102631;0.254321;0.254321;14.987885;15;;0.012115;0.08%
-2.8;14.989853;37.267791;62.049008;59.896902;59.9;92;0.00283;0.00283;15;0.102679;0.254685;0.254685;14.989853;15;;0.010147;0.07%
-2.8;14.992683;37.286504;62.05022;59.898412;59.9;92;0.002832;0.002832;15;0.102646;0.254841;0.254841;14.992683;15;;0.007317;0.05%
-2.8;14.996108;37.301518;62.049925;59.899926;59.9;92;0.002831;0.002831;15;0.102536;0.254781;0.254781;14.996108;15;;0.003892;0.03%
-2.8;14.999802;37.311425;62.048236;59.901342;59.9;92;0.002828;0.002828;15;0.102362;0.254514;0.254514;14.999802;15;;0.000198;0,00%
-2.8;15.003416;37.315357;62.045375;59.902557;59.9;92;0.002823;0.002823;15;0.102142;0.254071;0.254071;15.003416;15;;0.003416;0.02%
-2.8;15.006616;37.313049;62.041659;59.903476;59.9;92;0.002817;0.002817;15;0.101898;0.253498;0.253498;15.006616;15;;0.006616;0.04%
-2.8;15.009109;37.304837;62.037467;59.904031;59.9;92;0.002809;0.002809;15;0.101653;0.252852;0.252852;15.009109;15;;0.009109;0.06%
-2.8;15.010678;37.291613;62.033214;59.904182;59.9;92;0.002802;0.002802;15;0.101431;0.252196;0.252196;15.010678;15;;0.010678;0.07%
-2.8;15.011194;37.274729;62.029306;59.903929;59.9;92;0.002795;0.002795;15;0.101252;0.251594;0.251594;15.011194;15;;0.011194;0.07%
-2.85;15.00734;37.266326;62.136851;60.002547;59.9875;92.125;0.002795;0.002795;15;0.101172;0.251516;0.251516;15.00734;15;;0.00734;0.05%
-2.85;15.003731;37.263181;62.126969;59.993388;59.9875;92.125;0.002796;0.002796;15;0.101587;0.251601;0.251601;15.003731;15;;0.003731;0.02%
-2.85;15.000431;37.261501;62.126033;59.990079;59.9875;92.125;0.002798;0.002798;15;0.101712;0.251829;0.251829;15.000431;15;;0.000431;0,00%
-2.85;15.157402;42.632189;64.713833;58.497833;59.9875;92.125;0.010927;0.010927;20;0.336847;0.983402;0.983402;15.157402;20;;4.842598;24.21%
-2.85;15.557793;46.541763;64.806842;59.654524;59.9875;92.125;0.011111;0.011111;20;0.264751;1;1;15.557793;20;;4.442207;22.21%
-2.85;16.076466;48.811927;64.472766;60.150637;59.9875;92.125;0.011111;0.011111;20;0.217292;1;1;16.076466;20;;3.923534;19.62%
-2.8;16.628875;50.057225;64.005023;60.205121;59.9;92;0.011111;0.011111;20;0.188826;1;1;16.628875;20;;3.371125;16.86%
-2.8;17.1631;50.726601;63.723454;60.199641;59.9;92;0.011111;0.011111;20;0.173934;1;1;17.1631;20;;lut.69;14.18%
-2.85;17.654826;51.115606;63.62791;60.237899;59.9875;92.125;0.011111;0.011111;20;0.166647;1;1;17.654826;20;;2.345174;11.73%
-2.85;18.101372;51.341548;63.461607;60.180077;59.9875;92.125;0.011111;0.011111;20;0.161343;1;1;18.101372;20;;1.898628;9.49%
-2.95;18.495293;51.524428;63.586742;60.312881;60.1625;92.375;0.011111;0.011111;20;0.160258;1;1;18.495293;20;;1.504707;7.52%
-2.95;18.84869;51.658368;63.483434;60.276668;60.1625;92.375;0.011111;0.011111;20;0.157259;1;1;18.84869;20;;1.15131;5.76%
-2.95;19.163456;51.74474;63.413647;60.247531;60.1625;92.375;0.011111;0.011111;20;0.155223;1;1;19.163456;20;;0.836544;4.18%
-3.05;19.436678;51.85921;63.602918;60.409625;60.3375;92.625;0.011111;0.011111;20;0.155822;1;1;19.436678;20;;0.563322;2.82%
-3.05;19.681871;51.958533;63.54276;60.396656;60.3375;92.625;0.011111;0.011111;20;0.153808;1;1;19.681871;20;;0.318129;1.59%
-3.05;19.900652;52.025637;63.50198;60.384817;60.3375;92.625;0.011111;0.011111;20;0.152336;1;1;19.900652;20;;0.099348;0.5%
-2.95;20.100912;52.023451;63.229456;60.19047;60.1625;92.375;0.011111;0.011111;20;0.149182;1;1;20.100912;20;;0.100912;0.5%
-2.85;20.280893;51.962183;62.985537;59.995759;59.9875;92.125;0.011111;0.011111;20;0.14709;1;1;20.280893;20;;0.280893;1.4%
-2.8;20.437826;51.896952;62.877819;59.896092;59.9;92;0.011111;0.011111;20;0.146659;1;1;20.437826;20;;0.437826;2.19%
-2.7;20.578039;51.815354;62.649853;59.709585;59.725;91.75;0.011111;0.011111;20;0.145116;1;1;20.578039;20;;0.578039;2.89%
-2.65;20.699392;51.739387;62.555451;59.617093;59.6375;91.625;0.011111;0.011111;20;0.144963;1;1;20.699392;20;;0.699392;3.5%
-2.65;20.802173;51.703346;62.577206;59.620002;59.6375;91.625;0.011111;0.011111;20;0.145655;1;1;20.802173;20;;0.802173;4.01%
-2.65;20.890937;51.69794;62.58741;59.625741;59.6375;91.625;0.011111;0.011111;20;0.145817;1;1;20.890937;20;;0.890937;4.45%
-2.55;20.974531;51.654669;62.350814;59.447234;59.4625;91.375;0.011111;0.011111;20;0.143614;1;1;20.974531;20;;0.974531;4.87%
-2.45;21.050766;51.56764;62.132079;59.26475;59.2875;91.125;0.011111;0.011111;20;0.14213;1;1;21.050766;20;;1.050766;5.25%
-2.45;21.112895;51.50969;62.162724;59.265814;59.2875;91.125;0.011111;0.011111;20;0.143192;1;1;21.112895;20;;1.112895;5.56%
-2.4;21.168073;51.463412;62.057472;59.178829;59.2;91;0.011111;0.011111;20;0.142606;1;1;21.168073;20;;1.168073;5.84%
-2.3;21.219933;51.384714;61.836224;58.999204;59.025;90.75;0.011111;0.011111;20;0.141034;1;1;21.219933;20;;1.219933;6.1%
-2.3;21.261041;51.329093;61.86766;59.001657;59.025;90.75;0.011111;0.011111;20;0.142071;1;1;21.261041;20;;1.261041;6.31%
-2.3;21.294946;51.308098;61.883558;59.007227;59.025;90.75;0.011111;0.011111;20;0.142547;1;1;21.294946;20;;1.294946;6.47%
-2.25;21.32687;51.277826;61.772738;58.921187;58.9375;90.625;0.011111;0.011111;20;0.141633;1;1;21.32687;20;;1.32687;6.63%
-2.15;21.358289;51.153922;61.518717;58.785811;58.7625;90.375;0.010596;0.010596;20;0.134744;0.953643;0.953643;21.358289;20;;1.358289;6.79%
-2.15;21.373893;50.878326;61.453015;58.824458;58.7625;90.375;0.009819;0.009819;20;0.128601;0.883701;0.883701;21.373893;20;;1.373893;6.87%
-2.05;21.375323;50.464618;61.137289;58.651389;58.5875;90.125;0.009052;0.009052;20;0.121981;0.814723;0.814723;21.375323;20;;1.375323;6.88%
-2.05;21.35082;49.981773;61.081598;58.655604;58.5875;90.125;0.008321;0.008321;20;0.11828;0.748914;0.748914;21.35082;20;;1.35082;6.75%
-2.05;21.301369;49.465827;61.015706;58.656763;58.5875;90.125;0.007638;0.007638;20;0.114722;0.687455;0.687455;21.301369;20;;1.301369;6.51%
-2.05;21.228292;48.918961;60.95064;58.655968;58.5875;90.125;0.007016;0.007016;20;0.111349;0.631426;0.631426;21.228292;20;;1.228292;6.14%
-2;21.136153;48.330574;60.772923;58.556883;58.5;90;0.00646;0.00646;20;0.107781;0.581434;0.581434;21.136153;20;;1.136153;5.68%
-2;21.022018;47.729638;60.728038;58.553065;58.5;90;0.005987;0.005987;20;0.105407;0.538808;0.538808;21.022018;20;;1.022018;5.11%
-1.9;20.895192;47.108768;60.457075;58.350949;58.325;89.75;0.005594;0.005594;20;0.102984;0.503477;0.503477;20.895192;20;;0.895192;4.48%
-1.9;20.749849;46.513276;60.448785;58.345935;58.325;89.75;0.005298;0.005298;20;0.102303;0.476819;0.476819;20.749849;20;;0.749849;3.75%
-1.85;20.594376;45.966057;60.329398;58.234923;58.2375;89.625;0.005097;0.005097;20;0.102614;0.458711;0.458711;20.594376;20;;0.594376;2.97%
-1.75;20.436227;45.467646;60.123931;58.027863;58.0625;89.375;0.004986;0.004986;20;0.103611;0.448725;0.448725;20.436227;20;;0.436227;2.18%
-1.75;20.272568;45.068541;60.177773;58.019372;58.0625;89.375;0.004971;0.004971;20;0.106392;0.447363;0.447363;20.272568;20;;0.272568;1.36%
-1.75;20.110851;44.798483;60.236312;58.003476;58.0625;89.375;0.005044;0.005044;20;0.11053;0.453973;0.453973;20.110851;20;;0.110851;0.55%
-1.75;19.958219;44.66184;60.310005;57.988306;58.0625;89.375;0.005195;0.005195;20;0.115386;0.46756;0.46756;19.958219;20;;0.041781;0.21%
-1.65;19.82735;44.625066;60.165297;57.783517;57.8875;89.125;0.005401;0.005401;20;0.119703;0.486071;0.486071;19.82735;20;;0.17265;0.86%
-1.65;19.713924;44.700309;60.272504;57.785828;57.8875;89.125;0.005655;0.005655;20;0.124637;0.508963;0.508963;19.713924;20;;0.286076;1.43%
-1.6;19.625517;44.869761;60.250071;57.692137;57.8;89;0.005938;0.005938;20;0.128938;0.534409;0.534409;19.625517;20;;0.374483;1.87%
-1.45;19.56946;45.066528;59.997049;57.416467;57.5375;88.625;0.006225;0.006225;20;0.131248;0.560218;0.560218;19.56946;20;;0.43054;2.15%
